queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,cons_cov,vcsw,ivcsw,retries_per_op,secondary_per_op,ebr_limbo_peak,ebr_maint_ns_per_pass,ebr_adv_success_rate,calib_ns,peak_rss_mb,unix_time
ms,throughput,4,4,4,64,none,2,1000000,4,14731935,2.7420,5.373,0.0,0,0,0,0,0.1104,0.0607,0,10617,0.0000,0.0000,0,0.0,0.0000,120888250,215.8,1784216552
vyukov,throughput,4,4,4,64,none,2,1000000,4,1711894,2.0053,0.854,0.0,0,0,0,0,0.1372,0.0847,0,77715,0.0000,0.0000,0,0.0,0.0000,120960667,1.8,1784216555
mutex,throughput,4,4,4,64,none,2,1000000,4,9283356,2.0055,4.629,0.0,0,0,0,0,0.0514,0.0136,0,682350,0.0000,0.0000,0,0.0,0.0000,122021958,1.9,1784216557
rigtorp,latency,4,4,1,1024,none,2,1000000,4,2000000,2.0000,1.000,798064.9,375,30667334,45070875,51611625,0.0000,0.0044,0,5711,0.0000,0.0000,0,0.0,0.0000,116869167,31.8,1784216560
xenium,latency,4,4,1,1024,none,2,1000000,4,2000000,2.0000,1.000,822.6,541,4041,32125,2900083,0.0000,0.0412,0,48784,0.0000,0.0000,0,0.0,0.0000,117508209,31.9,1784216562
faa,latency,4,4,1,1024,none,2,1000000,4,2000000,2.0000,1.000,672.4,333,6125,45625,1042416,0.0000,0.0018,0,39419,0.0000,0.0000,0,0.0,0.0000,113994458,31.7,1784216565
ms,latency,4,4,1,1024,none,2,1000000,4,2000000,2.0000,1.000,686.3,500,8333,16750,1449000,0.0000,0.0388,0,55017,0.0000,0.0000,0,0.0,0.0000,117121459,32.3,1784216567
vyukov,latency,4,4,1,1024,none,2,1000000,4,2000000,2.0000,1.000,861.2,416,2416,132458,787791,0.0000,0.0198,0,273715,0.0000,0.0000,0,0.0,0.0000,109901542,31.7,1784216570
mutex,latency,4,4,1,1024,none,2,1000000,4,2000000,2.0000,1.000,8120.6,4000,49708,105417,522958,0.0000,0.0025,0,771607,0.0000,0.0000,0,0.0,0.0000,121132166,31.8,1784216572
moody,latency,4,4,1,1024,none,2,1000000,4,2000000,2.0000,1.000,2010.4,500,2750,381041,2160416,0.0000,0.0343,0,109178,0.0000,0.0000,0,0.0,0.0000,119816291,31.8,1784216575
rigtorp,latency,4,4,4,1024,none,2,1000000,4,2000000,2.0000,1.000,26293761490.1,25760174542,52615653375,52933606125,52971146083,0.0000,0.0345,0,145474,0.0000,0.0000,0,0.0,0.0000,122812958,31.9,1784216630
xenium,latency,4,4,4,1024,none,2,1000000,4,2000000,2.0000,1.000,9328440.0,7396042,33370084,69191542,100716292,0.0000,0.2113,0,61657,0.0000,0.0000,0,0.0,0.0000,122360125,34.5,1784216633
faa,latency,4,4,4,1024,none,2,1000000,4,2000000,2.0000,1.000,1539335.3,882375,8484917,13102042,20980625,0.0000,0.1024,0,107688,0.0000,0.0000,0,0.0,0.0000,121258083,31.9,1784216635
ms,latency,4,4,4,1024,none,2,1000000,4,2000000,2.0000,1.000,9775972.2,7614417,33425667,83961917,99694667,0.0000,0.1568,0,41379,0.0000,0.0000,0,0.0,0.0000,117075542,39.0,1784216638
vyukov,latency,4,4,4,1024,none,2,1000000,4,2000000,2.0000,1.000,5720497.5,1596084,41076625,97386417,122427625,0.0000,0.1952,0,338775,0.0000,0.0000,0,0.0,0.0000,120288250,31.8,1784216640
mutex,latency,4,4,4,1024,none,2,1000000,4,2000000,2.0000,1.000,10511742.1,1476583,77464916,103969208,117157083,0.0000,0.0379,0,388619,0.0000,0.0000,0,0.0,0.0000,122642375,32.2,1784216643
moody,latency,4,4,4,1024,none,2,1000000,4,2000000,2.0000,1.000,9633590.0,1492666,87879916,136941041,160409791,0.0000,0.1753,0,290830,0.0000,0.0000,0,0.0,0.0000,122841500,32.1,1784216645
rigtorp,throughput,1,1,1,1024,none,2,1000000,5,241054768,2.0051,120.220,0.0,0,0,0,0,0.0000,0.0000,0,1593,0.0000,0.0000,0,0.0,0.0000,123632125,1.3,1784216650
xenium,throughput,1,1,1,1024,none,2,1000000,5,27221007,2.6503,10.271,0.0,0,0,0,0,0.0000,0.0000,0,176,0.0000,0.0000,0,0.0,0.0000,120502834,348.0,1784216653
faa,throughput,1,1,1,1024,none,2,1000000,5,216693673,241.8377,0.896,0.0,0,0,0,0,0.0000,0.0000,0,6595,0.0000,0.0000,0,0.0,0.0000,123671416,1.2,1784216895
ms,throughput,1,1,1,1024,none,2,1000000,5,57822693,4.9728,11.628,0.0,0,0,0,0,0.0000,0.0000,0,16428,0.0000,0.0000,0,0.0,0.0000,114674625,647.9,1784216900
vyukov,throughput,1,1,1,1024,none,2,1000000,5,228162309,2.0040,113.855,0.0,0,0,0,0,0.0000,0.0000,0,290,0.0000,0.0000,0,0.0,0.0000,122880292,1.3,1784216903
mutex,throughput,1,1,1,1024,none,2,1000000,5,68679168,2.0044,34.263,0.0,0,0,0,0,0.0000,0.0000,0,942028,0.0000,0.0000,0,0.0,0.0000,121787667,1.4,1784216905
moody,throughput,1,1,1,1024,none,2,1000000,5,53751392,2.0051,26.808,0.0,0,0,0,0,0.0000,0.0000,0,11,0.0000,0.0000,0,0.0,0.0000,121804791,1.3,1784216908
spsc,throughput,1,1,1,1024,none,2,1000000,5,754565421,2.0051,376.328,0.0,0,0,0,0,0.0000,0.0000,0,21,0.0000,0.0000,0,0.0,0.0000,116624666,1.2,1784216910
rigtorp,throughput,4,4,1,1024,none,2,1000000,5,21859997,2.0051,10.902,0.0,0,0,0,0,0.0075,0.0016,0,5140,0.0000,0.0000,0,0.0,0.0000,127109375,1.4,1784216913
xenium,throughput,4,4,1,1024,none,2,1000000,5,9542293,2.2164,4.305,0.0,0,0,0,0,0.0262,0.1131,0,8710,0.0000,0.0000,0,0.0,0.0000,121001917,72.0,1784216915
faa,throughput,4,4,1,1024,none,2,1000000,5,32777670,2.0051,16.347,0.0,0,0,0,0,0.0015,0.0016,0,9116,0.0000,0.0000,0,0.0,0.0000,121652708,1.4,1784216918
ms,throughput,4,4,1,1024,none,2,1000000,5,11597295,2.0051,5.784,0.0,0,0,0,0,0.0036,0.0167,0,15232,0.0000,0.0000,0,0.0,0.0000,118881959,13.6,1784216920
vyukov,throughput,4,4,1,1024,none,2,1000000,5,14767356,2.0051,7.365,0.0,0,0,0,0,0.0528,0.0249,0,6671,0.0000,0.0000,0,0.0,0.0000,119004083,1.3,1784216923
mutex,throughput,4,4,1,1024,none,2,1000000,5,38452383,2.0048,19.180,0.0,0,0,0,0,0.0025,0.0070,0,851379,0.0000,0.0000,0,0.0,0.0000,119414250,1.6,1784216925
moody,throughput,4,4,1,1024,none,2,1000000,5,15415774,2.0051,7.688,0.0,0,0,0,0,0.0175,0.0266,0,4090,0.0000,0.0000,0,0.0,0.0000,121787583,1.5,1784216928
rigtorp,throughput,2,6,1,1024,none,2,1000000,5,17476008,2.0051,8.716,0.0,0,0,0,0,0.0004,0.0009,0,3744,0.0000,0.0000,0,0.0,0.0000,105194958,1.4,1784216930
xenium,throughput,2,6,1,1024,none,2,1000000,5,22513565,6.8682,3.278,0.0,0,0,0,0,0.0268,0.0122,0,10819,0.0000,0.0000,0,0.0,0.0000,121030916,533.9,1784216937
faa,throughput,2,6,1,1024,none,2,1000000,5,26430890,2.0051,13.182,0.0,0,0,0,0,0.0037,0.0027,0,13876,0.0000,0.0000,0,0.0,0.0000,115637375,1.3,1784216940
ms,throughput,2,6,1,1024,none,2,1000000,5,31438219,5.0821,6.186,0.0,0,0,0,0,0.1058,0.0306,0,8687,0.0000,0.0000,0,0.0,0.0000,116851875,671.8,1784216945
vyukov,throughput,2,6,1,1024,none,2,1000000,5,11946363,2.0052,5.958,0.0,0,0,0,0,0.0272,0.0074,0,3546,0.0000,0.0000,0,0.0,0.0000,115099042,1.3,1784216948
mutex,throughput,2,6,1,1024,none,2,1000000,5,31543383,2.0051,15.732,0.0,0,0,0,0,0.0018,0.0067,0,957434,0.0000,0.0000,0,0.0,0.0000,121711500,1.5,1784216950
moody,throughput,2,6,1,1024,none,2,1000000,5,17209049,2.0052,8.582,0.0,0,0,0,0,0.0027,0.0147,0,3906,0.0000,0.0000,0,0.0,0.0000,117915833,1.4,1784216953
rigtorp,throughput,1,7,1,1024,none,2,1000000,5,11900920,2.0051,5.935,0.0,0,0,0,0,0.0000,0.0047,0,8985,0.0000,0.0000,0,0.0,0.0000,110885459,1.4,1784216955
xenium,throughput,1,7,1,1024,none,2,1000000,5,42943714,604.0491,0.071,0.0,0,0,0,0,0.0000,0.0229,0,176471,0.0000,0.0000,0,0.0,0.0000,125819209,758.5,1784217559
faa,throughput,1,7,1,1024,none,2,1000000,5,42185713,2.0051,21.039,0.0,0,0,0,0,0.0000,0.0059,0,190412,0.0000,0.0000,0,0.0,0.0000,123019250,1.4,1784217562
ms,throughput,1,7,1,1024,none,2,1000000,5,52537709,9.3464,5.621,0.0,0,0,0,0,0.0000,0.0204,0,68626,0.0000,0.0000,0,0.0,0.0000,123869792,1037.0,1784217572
vyukov,throughput,1,7,1,1024,none,2,1000000,5,17589580,2.0007,8.792,0.0,0,0,0,0,0.0000,0.0642,0,122688,0.0000,0.0000,0,0.0,0.0000,123200375,1.4,1784217574
mutex,throughput,1,7,1,1024,none,2,1000000,5,21890731,2.0051,10.918,0.0,0,0,0,0,0.0000,0.0100,0,1139976,0.0000,0.0000,0,0.0,0.0000,125210834,1.6,1784217577
moody,throughput,1,7,1,1024,none,2,1000000,5,14871007,2.0063,7.412,0.0,0,0,0,0,0.0000,0.0307,0,10293,0.0000,0.0000,0,0.0,0.0000,124661708,1.4,1784217579
rigtorp,throughput,4,4,2,1024,none,2,1000000,5,253503,2.0218,0.125,0.0,0,0,0,0,0.0610,0.0720,0,13084,0.0000,0.0000,0,0.0,0.0000,124259292,1.5,1784217581
xenium,throughput,4,4,2,1024,none,2,1000000,5,10887744,2.9224,3.726,0.0,0,0,0,0,0.0895,0.0495,0,26296,0.0000,0.0000,0,0.0,0.0000,124406000,108.6,1784217585
faa,throughput,4,4,2,1024,none,2,1000000,5,48454509,2.0054,24.162,0.0,0,0,0,0,0.0071,0.0071,0,415774,0.0000,0.0000,0,0.0,0.0000,124109708,1.5,1784217587
ms,throughput,4,4,2,1024,none,2,1000000,5,16194885,2.8610,5.661,0.0,0,0,0,0,0.0960,0.0213,0,30722,0.0000,0.0000,0,0.0,0.0000,124021209,217.7,1784217591
vyukov,throughput,4,4,2,1024,none,2,1000000,5,3231442,2.0052,1.612,0.0,0,0,0,0,0.0298,0.0529,0,127046,0.0000,0.0000,0,0.0,0.0000,123773542,1.5,1784217593
mutex,throughput,4,4,2,1024,none,2,1000000,5,29703976,2.0044,14.819,0.0,0,0,0,0,0.0654,0.0201,0,569519,0.0000,0.0000,0,0.0,0.0000,124816375,1.7,1784217595
moody,throughput,4,4,2,1024,none,2,1000000,5,14837383,2.0025,7.409,0.0,0,0,0,0,0.0527,0.0606,0,29725,0.0000,0.0000,0,0.0,0.0000,122815209,1.6,1784217598
rigtorp,throughput,4,4,4,1024,none,2,1000000,5,200315,2.0562,0.097,0.0,0,0,0,0,0.1145,0.1129,0,29032,0.0000,0.0000,0,0.0,0.0000,128976791,1.8,1784217600
xenium,throughput,4,4,4,1024,none,2,1000000,5,11711735,3.1264,3.746,0.0,0,0,0,0,0.1531,0.0698,0,23729,0.0000,0.0000,0,0.0,0.0000,110611625,134.9,1784217604
faa,throughput,4,4,4,1024,none,2,1000000,5,63588278,2.0058,31.702,0.0,0,0,0,0,0.0064,0.0073,0,1274981,0.0000,0.0000,0,0.0,0.0000,118495583,1.7,1784217606
ms,throughput,4,4,4,1024,none,2,1000000,5,14905944,2.7408,5.439,0.0,0,0,0,0,0.1722,0.0298,0,10007,0.0000,0.0000,0,0.0,0.0000,125074459,225.1,1784217610
vyukov,throughput,4,4,4,1024,none,2,1000000,5,3003594,2.0023,1.500,0.0,0,0,0,0,0.1819,0.0864,0,71426,0.0000,0.0000,0,0.0,0.0000,124460250,1.7,1784217612
mutex,throughput,4,4,4,1024,none,2,1000000,5,24384204,2.0041,12.167,0.0,0,0,0,0,0.0940,0.0708,0,496177,0.0000,0.0000,0,0.0,0.0000,121854083,2.0,1784217615
moody,throughput,4,4,4,1024,none,2,1000000,5,15931622,2.0150,7.907,0.0,0,0,0,0,0.1881,0.0741,0,5946,0.0000,0.0000,0,0.0,0.0000,124425541,1.9,1784217617
rigtorp,throughput,4,4,4,64,none,2,1000000,5,4553,2.1859,0.002,0.0,0,0,0,0,0.4454,0.3346,0,4645,0.0000,0.0000,0,0.0,0.0000,117587708,1.6,1784217620
xenium,throughput,4,4,4,64,none,2,1000000,5,10420478,2.9033,3.589,0.0,0,0,0,0,0.1306,0.0781,0,15299,0.0000,0.0000,0,0.0,0.0000,125507583,103.6,1784217623
faa,throughput,4,4,4,64,none,2,1000000,5,5286987,2.0056,2.636,0.0,0,0,0,0,0.0017,0.0014,0,1890030,0.0000,0.0000,0,0.0,0.0000,121905000,1.7,1784217625
ms,throughput,4,4,4,64,none,2,1000000,5,14217762,2.7621,5.148,0.0,0,0,0,0,0.1189,0.0624,0,9214,0.0000,0.0000,0,0.0,0.0000,126707833,211.5,1784217629
vyukov,throughput,4,4,4,64,none,2,1000000,5,2327662,2.0130,1.156,0.0,0,0,0,0,0.1588,0.1230,0,87669,0.0000,0.0000,0,0.0,0.0000,122852542,1.9,1784217631
mutex,throughput,4,4,4,64,none,2,1000000,5,9300250,2.0027,4.644,0.0,0,0,0,0,0.0819,0.0099,0,657826,0.0000,0.0000,0,0.0,0.0000,124549458,1.8,1784217634
rigtorp,latency,4,4,1,1024,none,2,1000000,5,2000000,2.0000,1.000,22746.3,417,536834,4597542,7860625,0.0000,0.0017,0,3462,0.0000,0.0000,0,0.0,0.0000,117094541,31.8,1784217636
xenium,latency,4,4,1,1024,none,2,1000000,5,2000000,2.0000,1.000,755.9,542,3042,29875,1105625,0.0000,0.0292,0,34541,0.0000,0.0000,0,0.0,0.0000,114873250,31.9,1784217638
faa,latency,4,4,1,1024,none,2,1000000,5,2000000,2.0000,1.000,1167.3,375,6833,158083,1916125,0.0000,0.0020,0,56587,0.0000,0.0000,0,0.0,0.0000,118318584,31.8,1784217641
ms,latency,4,4,1,1024,none,2,1000000,5,2000000,2.0000,1.000,726.0,500,8542,20084,776000,0.0000,0.0382,0,49376,0.0000,0.0000,0,0.0,0.0000,124183042,32.3,1784217643
vyukov,latency,4,4,1,1024,none,2,1000000,5,2000000,2.0000,1.000,517.8,417,1084,12334,394375,0.0000,0.0549,0,278614,0.0000,0.0000,0,0.0,0.0000,120685417,31.7,1784217646
mutex,latency,4,4,1,1024,none,2,1000000,5,2000000,2.0000,1.000,8072.3,4042,48708,90000,372542,0.0000,0.0038,0,771201,0.0000,0.0000,0,0.0,0.0000,117195209,31.8,1784217648
moody,latency,4,4,1,1024,none,2,1000000,5,2000000,2.0000,1.000,529.0,459,1209,7834,1240584,0.0000,0.0064,0,66016,0.0000,0.0000,0,0.0,0.0000,119140167,31.8,1784217651
rigtorp,latency,4,4,4,1024,none,2,1000000,5,2000000,2.0000,1.000,24090038805.8,23382438333,47380635333,47605935291,47632192666,0.0000,0.0430,0,176530,0.0000,0.0000,0,0.0,0.0000,117270084,31.9,1784217701
xenium,latency,4,4,4,1024,none,2,1000000,5,2000000,2.0000,1.000,9058176.5,7302666,31914416,43688791,55533291,0.0000,0.1818,0,106649,0.0000,0.0000,0,0.0,0.0000,125826417,32.9,1784217703
faa,latency,4,4,4,1024,none,2,1000000,5,2000000,2.0000,1.000,1561390.9,888791,8673541,12611208,18424125,0.0000,0.1037,0,106491,0.0000,0.0000,0,0.0,0.0000,121914167,31.9,1784217706
ms,latency,4,4,4,1024,none,2,1000000,5,2000000,2.0000,1.000,8621681.1,7365833,27596083,33735583,41270292,0.0000,0.2023,0,16112,0.0000,0.0000,0,0.0,0.0000,121429916,38.1,1784217709
vyukov,latency,4,4,4,1024,none,2,1000000,5,2000000,2.0000,1.000,13963467.8,3313083,141377875,233931458,257205500,0.0000,0.1569,0,500380,0.0000,0.0000,0,0.0,0.0000,117463167,31.8,1784217711
mutex,latency,4,4,4,1024,none,2,1000000,5,2000000,2.0000,1.000,8849482.4,1385709,67632125,95233625,111763459,0.0000,0.0393,0,371632,0.0000,0.0000,0,0.0,0.0000,121366334,32.1,1784217714
moody,latency,4,4,4,1024,none,2,1000000,5,2000000,2.0000,1.000,8630294.5,1515750,77030584,114540459,137906292,0.0000,0.1620,0,194985,0.0000,0.0000,0,0.0,0.0000,116514875,32.0,1784217716
rigtorp,throughput,1,1,1,1024,none,2,1000000,6,240900576,2.0003,120.429,0.0,0,0,0,0,0.0000,0.0000,0,648,0.0000,0.0000,0,0.0,0.0000,123178834,1.3,1784217721
xenium,throughput,1,1,1,1024,none,2,1000000,6,29062547,2.6877,10.813,0.0,0,0,0,0,0.0000,0.0000,0,354,0.0000,0.0000,0,0.0,0.0000,124912250,361.8,1784217724
faa,throughput,1,1,1,1024,none,2,1000000,6,258562101,2.0051,128.955,0.0,0,0,0,0,0.0000,0.0000,0,889,0.0000,0.0000,0,0.0,0.0000,123999791,1.2,1784217726
ms,throughput,1,1,1,1024,none,2,1000000,6,39699255,3.5081,11.316,0.0,0,0,0,0,0.0000,0.0000,0,932,0.0000,0.0000,0,0.0,0.0000,117810625,696.4,1784217730
vyukov,throughput,1,1,1,1024,none,2,1000000,6,236216511,2.0051,117.807,0.0,0,0,0,0,0.0000,0.0000,0,1518,0.0000,0.0000,0,0.0,0.0000,123883709,1.2,1784217733
mutex,throughput,1,1,1,1024,none,2,1000000,6,69731715,2.0051,34.778,0.0,0,0,0,0,0.0000,0.0000,0,964085,0.0000,0.0000,0,0.0,0.0000,117350583,1.3,1784217735
moody,throughput,1,1,1,1024,none,2,1000000,6,52397312,2.0051,26.132,0.0,0,0,0,0,0.0000,0.0000,0,15,0.0000,0.0000,0,0.0,0.0000,120170542,1.2,1784217737
spsc,throughput,1,1,1,1024,none,2,1000000,6,731424060,2.0050,364.793,0.0,0,0,0,0,0.0000,0.0000,0,1369,0.0000,0.0000,0,0.0,0.0000,119371125,1.2,1784217740
rigtorp,throughput,4,4,1,1024,none,2,1000000,6,19709863,2.0051,9.830,0.0,0,0,0,0,0.0036,0.0016,0,8009,0.0000,0.0000,0,0.0,0.0000,117954250,1.4,1784217742
xenium,throughput,4,4,1,1024,none,2,1000000,6,9706453,2.2389,4.335,0.0,0,0,0,0,0.0614,0.0848,0,14619,0.0000,0.0000,0,0.0,0.0000,126282250,71.7,1784217745
faa,throughput,4,4,1,1024,none,2,1000000,6,33526178,2.0051,16.720,0.0,0,0,0,0,0.0015,0.0020,0,31193,0.0000,0.0000,0,0.0,0.0000,127450458,1.4,1784217747
ms,throughput,4,4,1,1024,none,2,1000000,6,12606729,2.0014,6.299,0.0,0,0,0,0,0.0182,0.0131,0,59997,0.0000,0.0000,0,0.0,0.0000,125962333,14.4,1784217750
vyukov,throughput,4,4,1,1024,none,2,1000000,6,14590160,2.0052,7.276,0.0,0,0,0,0,0.0138,0.0194,0,7763,0.0000,0.0000,0,0.0,0.0000,124998708,1.3,1784217752
mutex,throughput,4,4,1,1024,none,2,1000000,6,38480488,2.0051,19.192,0.0,0,0,0,0,0.0056,0.0129,0,847957,0.0000,0.0000,0,0.0,0.0000,123266458,1.6,1784217755
moody,throughput,4,4,1,1024,none,2,1000000,6,15625950,2.0052,7.793,0.0,0,0,0,0,0.0731,0.0192,0,10711,0.0000,0.0000,0,0.0,0.0000,117239750,1.4,1784217757
rigtorp,throughput,2,6,1,1024,none,2,1000000,6,15372099,2.0039,7.671,0.0,0,0,0,0,0.0002,0.0012,0,8966,0.0000,0.0000,0,0.0,0.0000,119773542,1.3,1784217760
xenium,throughput,2,6,1,1024,none,2,1000000,6,22165993,6.6862,3.315,0.0,0,0,0,0,0.0758,0.0246,0,10296,0.0000,0.0000,0,0.0,0.0000,122578042,529.7,1784217767
faa,throughput,2,6,1,1024,none,2,1000000,6,25848910,2.0051,12.891,0.0,0,0,0,0,0.0008,0.0021,0,11187,0.0000,0.0000,0,0.0,0.0000,117565958,1.3,1784217769
ms,throughput,2,6,1,1024,none,2,1000000,6,31462651,5.1462,6.114,0.0,0,0,0,0,0.0080,0.0195,0,13480,0.0000,0.0000,0,0.0,0.0000,117491541,714.8,1784217775
vyukov,throughput,2,6,1,1024,none,2,1000000,6,11953994,2.0053,5.961,0.0,0,0,0,0,0.0036,0.0116,0,3973,0.0000,0.0000,0,0.0,0.0000,122448708,1.3,1784217777
mutex,throughput,2,6,1,1024,none,2,1000000,6,31794794,2.0051,15.857,0.0,0,0,0,0,0.0023,0.0058,0,956372,0.0000,0.0000,0,0.0,0.0000,121768458,1.5,1784217780
moody,throughput,2,6,1,1024,none,2,1000000,6,17113308,2.0051,8.535,0.0,0,0,0,0,0.0024,0.0132,0,8253,0.0000,0.0000,0,0.0,0.0000,125085125,1.4,1784217782
rigtorp,throughput,1,7,1,1024,none,2,1000000,6,10039346,2.0066,5.003,0.0,0,0,0,0,0.0000,0.0047,0,28410,0.0000,0.0000,0,0.0,0.0000,131417042,1.4,1784217785
xenium,throughput,1,7,1,1024,none,2,1000000,6,50824762,19.2075,2.646,0.0,0,0,0,0,0.0000,0.0959,0,86086,0.0000,0.0000,0,0.0,0.0000,124390417,707.3,1784217804
faa,throughput,1,7,1,1024,none,2,1000000,6,39059225,2.0044,19.487,0.0,0,0,0,0,0.0000,0.0033,0,57241,0.0000,0.0000,0,0.0,0.0000,117243958,1.3,1784217807
ms,throughput,1,7,1,1024,none,2,1000000,6,48056172,8.8219,5.447,0.0,0,0,0,0,0.0000,0.0245,0,35666,0.0000,0.0000,0,0.0,0.0000,122348208,774.7,1784217816
vyukov,throughput,1,7,1,1024,none,2,1000000,6,10499186,2.0052,5.236,0.0,0,0,0,0,0.0000,0.0231,0,3750,0.0000,0.0000,0,0.0,0.0000,119508750,1.3,1784217818
mutex,throughput,1,7,1,1024,none,2,1000000,6,23561028,2.0051,11.751,0.0,0,0,0,0,0.0000,0.0116,0,1059561,0.0000,0.0000,0,0.0,0.0000,111934666,1.5,1784217821
moody,throughput,1,7,1,1024,none,2,1000000,6,14133602,2.0014,7.062,0.0,0,0,0,0,0.0000,0.0077,0,8683,0.0000,0.0000,0,0.0,0.0000,119466625,1.4,1784217823
rigtorp,throughput,4,4,2,1024,none,2,1000000,6,248834,2.0356,0.122,0.0,0,0,0,0,0.1008,0.1134,0,6965,0.0000,0.0000,0,0.0,0.0000,120239125,1.5,1784217826
xenium,throughput,4,4,2,1024,none,2,1000000,6,11732655,3.1037,3.780,0.0,0,0,0,0,0.1271,0.0487,0,28500,0.0000,0.0000,0,0.0,0.0000,126159292,140.9,1784217829
faa,throughput,4,4,2,1024,none,2,1000000,6,38209441,2.0051,19.057,0.0,0,0,0,0,0.0132,0.0063,0,260232,0.0000,0.0000,0,0.0,0.0000,122627958,1.5,1784217832
ms,throughput,4,4,2,1024,none,2,1000000,6,14924883,2.6565,5.618,0.0,0,0,0,0,0.1275,0.0184,0,22298,0.0000,0.0000,0,0.0,0.0000,125211166,184.9,1784217835
vyukov,throughput,4,4,2,1024,none,2,1000000,6,3736396,2.0143,1.855,0.0,0,0,0,0,0.0296,0.0945,0,191117,0.0000,0.0000,0,0.0,0.0000,121684583,1.5,1784217837
mutex,throughput,4,4,2,1024,none,2,1000000,6,30021066,2.0053,14.971,0.0,0,0,0,0,0.0209,0.0435,0,454402,0.0000,0.0000,0,0.0,0.0000,117896500,1.7,1784217840
moody,throughput,4,4,2,1024,none,2,1000000,6,15608867,2.0012,7.800,0.0,0,0,0,0,0.0770,0.0410,0,20396,0.0000,0.0000,0,0.0,0.0000,125906458,1.7,1784217842
rigtorp,throughput,4,4,4,1024,none,2,1000000,6,80898,2.1132,0.038,0.0,0,0,0,0,0.2810,0.2912,0,10150,0.0000,0.0000,0,0.0,0.0000,106291250,1.8,1784217845
xenium,throughput,4,4,4,1024,none,2,1000000,6,10178599,2.7948,3.642,0.0,0,0,0,0,0.1065,0.0837,0,21103,0.0000,0.0000,0,0.0,0.0000,118335083,94.0,1784217848
faa,throughput,4,4,4,1024,none,2,1000000,6,61778784,2.0027,30.848,0.0,0,0,0,0,0.0063,0.0057,0,1231710,0.0000,0.0000,0,0.0,0.0000,114281375,1.7,1784217850
ms,throughput,4,4,4,1024,none,2,1000000,6,15364386,2.7948,5.498,0.0,0,0,0,0,0.1146,0.0382,0,21004,0.0000,0.0000,0,0.0,0.0000,125541709,226.6,1784217854
vyukov,throughput,4,4,4,1024,none,2,1000000,6,3445413,2.0053,1.718,0.0,0,0,0,0,0.1822,0.0640,0,150126,0.0000,0.0000,0,0.0,0.0000,133228583,1.8,1784217856
mutex,throughput,4,4,4,1024,none,2,1000000,6,29487832,2.0054,14.704,0.0,0,0,0,0,0.0910,0.1488,0,493989,0.0000,0.0000,0,0.0,0.0000,124466625,2.0,1784217858
moody,throughput,4,4,4,1024,none,2,1000000,6,15237816,2.0175,7.553,0.0,0,0,0,0,0.1195,0.1085,0,5630,0.0000,0.0000,0,0.0,0.0000,123049542,1.9,1784217861
rigtorp,throughput,4,4,4,64,none,2,1000000,6,4370,2.1157,0.002,0.0,0,0,0,0,0.2469,0.2544,0,12340,0.0000,0.0000,0,0.0,0.0000,121490250,1.7,1784217863
xenium,throughput,4,4,4,64,none,2,1000000,6,11649358,3.0001,3.883,0.0,0,0,0,0,0.1402,0.0850,0,29743,0.0000,0.0000,0,0.0,0.0000,126847458,121.8,1784217867
faa,throughput,4,4,4,64,none,2,1000000,6,4993029,2.0058,2.489,0.0,0,0,0,0,0.0012,0.0007,0,1878165,0.0000,0.0000,0,0.0,0.0000,122708541,1.7,1784217869
ms,throughput,4,4,4,64,none,2,1000000,6,16633610,2.9443,5.649,0.0,0,0,0,0,0.1369,0.0329,0,38753,0.0000,0.0000,0,0.0,0.0000,120644833,267.5,1784217873
vyukov,throughput,4,4,4,64,none,2,1000000,6,2588604,2.0137,1.285,0.0,0,0,0,0,0.2441,0.1456,0,243437,0.0000,0.0000,0,0.0,0.0000,122284833,1.8,1784217875
mutex,throughput,4,4,4,64,none,2,1000000,6,7273745,2.0024,3.633,0.0,0,0,0,0,0.0814,0.0176,0,666046,0.0000,0.0000,0,0.0,0.0000,123130209,1.9,1784217878
rigtorp,latency,4,4,1,1024,none,2,1000000,6,2000000,2.0000,1.000,401991.5,375,10968042,26820292,31462167,0.0000,0.0090,0,12398,0.0000,0.0000,0,0.0,0.0000,121264166,31.8,1784217880
xenium,latency,4,4,1,1024,none,2,1000000,6,2000000,2.0000,1.000,2069.5,583,16042,491208,2087417,0.0000,0.0152,0,141816,0.0000,0.0000,0,0.0,0.0000,122129875,31.9,1784217883
faa,latency,4,4,1,1024,none,2,1000000,6,2000000,2.0000,1.000,828117.9,333,34907625,53089000,57494666,0.0000,0.0039,0,197716,0.0000,0.0000,0,0.0,0.0000,123697917,31.8,1784217885
ms,latency,4,4,1,1024,none,2,1000000,6,2000000,2.0000,1.000,10582.2,500,143083,2056333,2851125,0.0000,0.0567,0,258348,0.0000,0.0000,0,0.0,0.0000,121066583,32.5,1784217888
vyukov,latency,4,4,1,1024,none,2,1000000,6,2000000,2.0000,1.000,24758.2,416,602291,4773625,8423166,0.0000,0.0135,0,225304,0.0000,0.0000,0,0.0,0.0000,125130833,31.8,1784217890
