queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,cons_cov,vcsw,ivcsw,retries_per_op,secondary_per_op,calib_ns,peak_rss_mb,unix_time
vyukov,throughput,4,4,4,1024,none,2.00,1000000,4,3539165,2.0170,1.755,0.0,0,0,0,0,0.2290,0.0787,0,79245,0.0000,0.0000,119442000,1.8,1783417367
vyukov-b,throughput,4,4,4,1024,none,2.00,1000000,4,3220759,2.0165,1.597,0.0,0,0,0,0,0.0962,0.0573,0,73143,0.0000,0.0000,122635709,1.8,1783417370
faa,throughput,4,4,4,1024,none,2.00,1000000,4,58984155,2.0058,29.407,0.0,0,0,0,0,0.0076,0.0068,0,1063762,0.0000,0.0000,119535875,1.7,1783417372
casticket,throughput,4,4,4,1024,none,2.00,1000000,4,36552147,2.0055,18.226,0.0,0,0,0,0,0.0097,0.0116,0,732839,0.0000,0.0000,123183208,1.7,1783417375
mutex,throughput,4,4,4,1024,none,2.00,1000000,4,29378148,2.0055,14.649,0.0,0,0,0,0,0.0531,0.1630,0,481249,0.0000,0.0000,122644041,2.2,1783417377
moody,throughput,4,4,4,1024,none,2.00,1000000,4,15667963,2.0211,7.752,0.0,0,0,0,0,0.1104,0.0667,0,10351,0.0000,0.0000,122765833,1.9,1783417379
ms,throughput,4,4,4,64,none,2.00,1000000,4,15705578,3.0617,5.130,0.0,0,0,0,0,0.1339,0.0345,0,17340,0.0000,0.0000,125802584,263.3,1783417383
vyukov,throughput,4,4,4,64,none,2.00,1000000,4,1866323,2.0156,0.926,0.0,0,0,0,0,0.1782,0.1285,0,43165,0.0000,0.0000,119945750,1.8,1783417385
vyukov-b,throughput,4,4,4,64,none,2.00,1000000,4,1977020,2.0144,0.981,0.0,0,0,0,0,0.1157,0.1038,0,58824,0.0000,0.0000,124094500,1.8,1783417388
faa,throughput,4,4,4,64,none,2.00,1000000,4,5200402,2.0056,2.593,0.0,0,0,0,0,0.0019,0.0013,0,1868233,0.0000,0.0000,122584709,1.7,1783417390
casticket,throughput,4,4,4,64,none,2.00,1000000,4,5200258,2.0057,2.593,0.0,0,0,0,0,0.0011,0.0009,0,1869485,0.0000,0.0000,121948042,1.7,1783417393
mutex,throughput,4,4,4,64,none,2.00,1000000,4,9258109,2.0044,4.619,0.0,0,0,0,0,0.0346,0.0069,0,637881,0.0000,0.0000,128303833,1.9,1783417395
moody,throughput,4,4,4,64,none,2.00,1000000,4,514080,2.0055,0.256,0.0,0,0,0,0,0.4227,0.1922,0,15926,0.0000,0.0000,119336708,1.9,1783417398
ms,throughput,4,4,4,8192,none,2.00,1000000,4,14709289,2.6498,5.551,0.0,0,0,0,0,0.1672,0.0301,0,15883,0.0000,0.0000,121034792,252.3,1783417401
vyukov,throughput,4,4,4,8192,none,2.00,1000000,4,4671932,2.0076,2.327,0.0,0,0,0,0,0.1428,0.1655,0,60907,0.0000,0.0000,117970833,1.9,1783417403
vyukov-b,throughput,4,4,4,8192,none,2.00,1000000,4,5303281,2.0181,2.628,0.0,0,0,0,0,0.1496,0.1352,0,52785,0.0000,0.0000,125446917,2.0,1783417406
faa,throughput,4,4,4,8192,none,2.00,1000000,4,38430383,2.0059,19.158,0.0,0,0,0,0,0.0435,0.0386,0,125216,0.0000,0.0000,122588750,1.9,1783417408
casticket,throughput,4,4,4,8192,none,2.00,1000000,4,15283496,2.0049,7.623,0.0,0,0,0,0,0.0407,0.0380,0,118294,0.0000,0.0000,123484875,1.9,1783417411
mutex,throughput,4,4,4,8192,none,2.00,1000000,4,31896013,2.0016,15.935,0.0,0,0,0,0,0.1005,0.0746,0,401882,0.0000,0.0000,123693750,2.3,1783417413
moody,throughput,4,4,4,8192,none,2.00,1000000,4,16751336,2.0180,8.301,0.0,0,0,0,0,0.5666,0.0842,0,7264,0.0000,0.0000,122995917,2.0,1783417415
ms,throughput,1,1,1,1024,none,2.00,1000000,4,32601779,2.9633,11.002,0.0,0,0,0,0,0.0000,0.0000,0,637,0.0000,0.0000,124882834,444.0,1783417419
vyukov,throughput,1,1,1,1024,none,2.00,1000000,4,236640690,2.0051,118.022,0.0,0,0,0,0,0.0000,0.0000,0,83,0.0000,0.0000,119970500,1.2,1783417421
vyukov-b,throughput,1,1,1,1024,none,2.00,1000000,4,245706817,2.0051,122.543,0.0,0,0,0,0,0.0000,0.0000,0,74,0.0000,0.0000,118020958,1.2,1783417424
faa,throughput,1,1,1,1024,none,2.00,1000000,4,251871533,2.0051,125.618,0.0,0,0,0,0,0.0000,0.0000,0,35,0.0000,0.0000,117327958,1.2,1783417426
casticket,throughput,1,1,1,1024,none,2.00,1000000,4,159544158,2.0051,79.570,0.0,0,0,0,0,0.0000,0.0000,0,36,0.0000,0.0000,118299916,1.2,1783417429
mutex,throughput,1,1,1,1024,none,2.00,1000000,4,66669718,2.0051,33.251,0.0,0,0,0,0,0.0000,0.0000,0,881061,0.0000,0.0000,119801792,1.5,1783417431
moody,throughput,1,1,1,1024,none,2.00,1000000,4,51530998,2.0051,25.700,0.0,0,0,0,0,0.0000,0.0000,0,368,0.0000,0.0000,121973625,1.2,1783417434
spsc,throughput,1,1,1,1024,none,2.00,1000000,4,749794558,2.0050,373.953,0.0,0,0,0,0,0.0000,0.0000,0,86,0.0000,0.0000,109646292,1.2,1783417436
ms,throughput,2,2,1,1024,none,2.00,1000000,4,43014255,2.6046,16.515,0.0,0,0,0,0,0.1797,0.0015,0,1452,0.0000,0.0000,122005833,425.0,1783417439
vyukov,throughput,2,2,1,1024,none,2.00,1000000,4,50386508,2.0051,25.129,0.0,0,0,0,0,0.0652,0.0062,0,795,0.0000,0.0000,116832458,1.2,1783417441
vyukov-b,throughput,2,2,1,1024,none,2.00,1000000,4,49376674,2.0051,24.626,0.0,0,0,0,0,0.0138,0.0031,0,652,0.0000,0.0000,124950458,1.3,1783417444
faa,throughput,2,2,1,1024,none,2.00,1000000,4,51718047,2.0051,25.793,0.0,0,0,0,0,0.0007,0.0025,0,6624,0.0000,0.0000,124580209,1.3,1783417446
casticket,throughput,2,2,1,1024,none,2.00,1000000,4,38479663,2.0051,19.191,0.0,0,0,0,0,0.0013,0.0006,0,84,0.0000,0.0000,124271541,1.3,1783417449
mutex,throughput,2,2,1,1024,none,2.00,1000000,4,45820625,2.0051,22.852,0.0,0,0,0,0,0.0308,0.0213,0,1359889,0.0000,0.0000,118579125,1.4,1783417451
moody,throughput,2,2,1,1024,none,2.00,1000000,4,25274012,2.0038,12.613,0.0,0,0,0,0,0.0019,0.0011,0,1564,0.0000,0.0000,123878750,1.3,1783417454
ms,throughput,4,4,1,1024,all-int,2.00,1000000,4,12711667,2.0018,6.350,0.0,0,0,0,0,0.0137,0.0197,0,18336,0.0000,0.0000,124205917,26.6,1783417456
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,4,16303115,2.0028,8.140,0.0,0,0,0,0,0.0522,0.0279,0,42708,0.0000,0.0000,125569583,1.4,1783417459
vyukov-b,throughput,4,4,1,1024,all-int,2.00,1000000,4,15601817,2.0030,7.789,0.0,0,0,0,0,0.0506,0.0196,0,27090,0.0000,0.0000,123754625,1.4,1783417461
faa,throughput,4,4,1,1024,all-int,2.00,1000000,4,33105026,2.0028,16.529,0.0,0,0,0,0,0.0015,0.0035,0,15618,0.0000,0.0000,122937542,1.4,1783417463
casticket,throughput,4,4,1,1024,all-int,2.00,1000000,4,13902023,2.0052,6.933,0.0,0,0,0,0,0.0140,0.0182,0,9895,0.0000,0.0000,125476208,1.4,1783417466
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,4,38009579,2.0050,18.957,0.0,0,0,0,0,0.0054,0.0069,0,840616,0.0000,0.0000,124867833,1.6,1783417468
moody,throughput,4,4,1,1024,all-int,2.00,1000000,4,15711500,2.0051,7.836,0.0,0,0,0,0,0.0873,0.0282,0,5925,0.0000,0.0000,118746500,1.4,1783417471
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,4,8616941,2.7996,3.078,0.0,0,0,0,0,0.0164,0.2827,0,8899,0.0000,0.0000,125004208,128.7,1783417474
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,4,1189430,2.0053,0.593,0.0,0,0,0,0,0.4310,0.0618,0,6363,0.0000,0.0000,119359875,1.3,1783417476
vyukov-b,throughput,4,4,1,1024,all-bg,2.00,1000000,4,1074308,2.0054,0.536,0.0,0,0,0,0,0.0942,0.1496,0,8203,0.0000,0.0000,124950333,1.3,1783417479
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,4,29762317,2.0053,14.842,0.0,0,0,0,0,0.0021,0.0082,0,140556,0.0000,0.0000,122867042,1.3,1783417481
casticket,throughput,4,4,1,1024,all-bg,2.00,1000000,4,26054716,2.0054,12.993,0.0,0,0,0,0,0.0020,0.0077,0,115397,0.0000,0.0000,119952333,1.3,1783417484
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,4,7618692,2.0053,3.799,0.0,0,0,0,0,0.0112,0.0310,0,303054,0.0000,0.0000,124149417,1.5,1783417486
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,4,5562047,2.0053,2.774,0.0,0,0,0,0,0.0333,0.1618,0,6146,0.0000,0.0000,117476708,1.4,1783417489
ms,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,771.8,500,8917,23458,3293500,0.0000,0.1064,0,63290,0.0000,0.0000,120819500,32.5,1783417491
vyukov,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,1036.6,417,1583,24042,2825208,0.0000,0.0079,0,283766,0.0000,0.0000,123282958,31.8,1783417494
vyukov-b,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,729.1,417,1583,27542,831333,0.0000,0.0239,0,293282,0.0000,0.0000,121918500,31.8,1783417496
faa,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,2308.4,333,10250,582708,1556833,0.0000,0.0056,0,60678,0.0000,0.0000,117524708,31.7,1783417499
casticket,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,1318.8,333,7708,261500,1212000,0.0000,0.0025,0,57696,0.0000,0.0000,119044125,31.7,1783417501
mutex,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,77943.1,1791,2644833,11684125,17185125,0.0000,0.0020,0,860128,0.0000,0.0000,122816334,32.0,1783417503
moody,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,600.2,459,1834,13917,1958417,0.0000,0.0521,0,54231,0.0000,0.0000,118183541,31.8,1783417506
ms,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,9801238.8,7459792,36168792,52901792,68110667,0.0000,0.1408,0,77583,0.0000,0.0000,107098208,39.6,1783417508
vyukov,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,5419948.4,1560584,41324875,61266250,89452417,0.0000,0.1741,0,305250,0.0000,0.0000,121512792,31.8,1783417511
vyukov-b,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,5306634.5,1584458,39790208,57064458,71105708,0.0000,0.1729,0,309860,0.0000,0.0000,123124084,31.9,1783417514
faa,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,1540008.4,874708,8920500,14195542,19153500,0.0000,0.0828,0,93971,0.0000,0.0000,123060666,31.9,1783417516
casticket,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,1507047.3,858583,8755750,13904500,21065625,0.0000,0.0756,0,98957,0.0000,0.0000,123027875,31.9,1783417519
mutex,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,4925685.0,1431625,38898708,51774916,60116958,0.0000,0.0485,0,454808,0.0000,0.0000,124272125,32.1,1783417521
moody,latency,4,4,4,1024,none,2.00,1000000,4,1956550,2.0000,0.978,10944512.8,1803791,81721250,114837958,135723625,0.0000,0.3264,0,173211,0.0000,0.0000,123446375,31.4,1783417524
ms,throughput,4,4,1,1024,none,2.00,1000000,5,13886098,2.0862,6.656,0.0,0,0,0,0,0.0863,0.0162,0,9869,0.0000,0.0000,122158166,62.0,1783417528
vyukov,throughput,4,4,1,1024,none,2.00,1000000,5,15836753,2.0051,7.898,0.0,0,0,0,0,0.0244,0.0056,0,57501,0.0000,0.0000,120685000,1.3,1783417531
vyukov-b,throughput,4,4,1,1024,none,2.00,1000000,5,16041598,2.0064,7.995,0.0,0,0,0,0,0.0111,0.0161,0,137272,0.0000,0.0000,121854125,1.4,1783417533
faa,throughput,4,4,1,1024,none,2.00,1000000,5,31485022,2.0051,15.702,0.0,0,0,0,0,0.0036,0.0027,0,40918,0.0000,0.0000,124790250,1.3,1783417536
casticket,throughput,4,4,1,1024,none,2.00,1000000,5,14782889,2.0051,7.372,0.0,0,0,0,0,0.0194,0.0214,0,16291,0.0000,0.0000,117399459,1.3,1783417538
mutex,throughput,4,4,1,1024,none,2.00,1000000,5,38557439,2.0051,19.230,0.0,0,0,0,0,0.0094,0.0074,0,849955,0.0000,0.0000,125124000,1.6,1783417540
moody,throughput,4,4,1,1024,none,2.00,1000000,5,15715200,2.0064,7.832,0.0,0,0,0,0,0.0475,0.0165,0,5140,0.0000,0.0000,117339250,1.4,1783417543
ms,throughput,4,4,2,1024,none,2.00,1000000,5,13941989,2.6254,5.310,0.0,0,0,0,0,0.0977,0.0383,0,11147,0.0000,0.0000,117710417,157.5,1783417546
vyukov,throughput,4,4,2,1024,none,2.00,1000000,5,3072902,2.0052,1.532,0.0,0,0,0,0,0.0344,0.0362,0,189933,0.0000,0.0000,115058458,1.5,1783417548
vyukov-b,throughput,4,4,2,1024,none,2.00,1000000,5,4049322,2.0052,2.019,0.0,0,0,0,0,0.0314,0.0710,0,44931,0.0000,0.0000,117651834,1.4,1783417551
faa,throughput,4,4,2,1024,none,2.00,1000000,5,35401950,2.0042,17.664,0.0,0,0,0,0,0.0101,0.0115,0,198198,0.0000,0.0000,123065625,1.5,1783417553
casticket,throughput,4,4,2,1024,none,2.00,1000000,5,17398215,2.0055,8.675,0.0,0,0,0,0,0.0118,0.0111,0,138130,0.0000,0.0000,119268125,1.4,1783417556
mutex,throughput,4,4,2,1024,none,2.00,1000000,5,29868596,2.0012,14.925,0.0,0,0,0,0,0.0137,0.0360,0,478051,0.0000,0.0000,118286667,1.7,1783417558
moody,throughput,4,4,2,1024,none,2.00,1000000,5,16099499,2.0053,8.029,0.0,0,0,0,0,0.1290,0.0622,0,5579,0.0000,0.0000,122727750,1.6,1783417561
ms,throughput,4,4,4,1024,none,2.00,1000000,5,14201950,2.6931,5.274,0.0,0,0,0,0,0.1292,0.0379,0,10170,0.0000,0.0000,123646917,230.1,1783417564
vyukov,throughput,4,4,4,1024,none,2.00,1000000,5,3401595,2.0260,1.679,0.0,0,0,0,0,0.1347,0.0598,0,101167,0.0000,0.0000,113916541,1.8,1783417566
vyukov-b,throughput,4,4,4,1024,none,2.00,1000000,5,3471287,2.0098,1.727,0.0,0,0,0,0,0.1092,0.0536,0,79239,0.0000,0.0000,120491125,1.8,1783417569
faa,throughput,4,4,4,1024,none,2.00,1000000,5,61359417,2.0056,30.594,0.0,0,0,0,0,0.0073,0.0095,0,1144507,0.0000,0.0000,121449000,1.7,1783417571
casticket,throughput,4,4,4,1024,none,2.00,1000000,5,38770806,2.0056,19.332,0.0,0,0,0,0,0.0111,0.0109,0,774127,0.0000,0.0000,120485917,1.7,1783417574
mutex,throughput,4,4,4,1024,none,2.00,1000000,5,28800606,2.0055,14.361,0.0,0,0,0,0,0.0585,0.1406,0,478093,0.0000,0.0000,122829542,2.0,1783417576
moody,throughput,4,4,4,1024,none,2.00,1000000,5,15401413,2.0176,7.633,0.0,0,0,0,0,0.0798,0.0692,0,6262,0.0000,0.0000,117138125,1.9,1783417578
ms,throughput,4,4,4,64,none,2.00,1000000,5,14556628,2.9768,4.890,0.0,0,0,0,0,0.0996,0.0460,0,11531,0.0000,0.0000,123228541,243.2,1783417582
vyukov,throughput,4,4,4,64,none,2.00,1000000,5,2133850,2.0153,1.059,0.0,0,0,0,0,0.1930,0.1334,0,62323,0.0000,0.0000,114710042,1.8,1783417584
vyukov-b,throughput,4,4,4,64,none,2.00,1000000,5,1837269,2.0151,0.912,0.0,0,0,0,0,0.1678,0.1272,0,53479,0.0000,0.0000,124453791,1.9,1783417587
faa,throughput,4,4,4,64,none,2.00,1000000,5,5114318,2.0057,2.550,0.0,0,0,0,0,0.0013,0.0015,0,1861801,0.0000,0.0000,125245708,1.7,1783417589
casticket,throughput,4,4,4,64,none,2.00,1000000,5,5193108,2.0056,2.589,0.0,0,0,0,0,0.0012,0.0015,0,1918147,0.0000,0.0000,117488959,1.6,1783417592
mutex,throughput,4,4,4,64,none,2.00,1000000,5,9380487,2.0053,4.678,0.0,0,0,0,0,0.0574,0.0123,0,648729,0.0000,0.0000,106140416,1.8,1783417594
ms,throughput,4,4,4,8192,none,2.00,1000000,5,15207073,3.1352,4.850,0.0,0,0,0,0,0.1580,0.0418,0,15635,0.0000,0.0000,118825875,236.8,1783417718
vyukov,throughput,4,4,4,8192,none,2.00,1000000,5,4890060,2.0148,2.427,0.0,0,0,0,0,0.1247,0.1208,0,70035,0.0000,0.0000,122360791,2.0,1783417720
vyukov-b,throughput,4,4,4,8192,none,2.00,1000000,5,5137682,2.0124,2.553,0.0,0,0,0,0,0.2203,0.1247,0,93480,0.0000,0.0000,123873333,2.1,1783417723
faa,throughput,4,4,4,8192,none,2.00,1000000,5,38053628,2.0064,18.966,0.0,0,0,0,0,0.0328,0.0503,0,121304,0.0000,0.0000,124049291,1.9,1783417725
casticket,throughput,4,4,4,8192,none,2.00,1000000,5,16779407,2.0088,8.353,0.0,0,0,0,0,0.0529,0.0415,0,168072,0.0000,0.0000,124420834,1.9,1783417728
mutex,throughput,4,4,4,8192,none,2.00,1000000,5,31052502,2.0054,15.484,0.0,0,0,0,0,0.0789,0.0958,0,274862,0.0000,0.0000,122836250,2.3,1783417730
moody,throughput,4,4,4,8192,none,2.00,1000000,5,16254525,2.0055,8.105,0.0,0,0,0,0,0.5325,0.0999,0,6000,0.0000,0.0000,123542334,2.0,1783417733
ms,throughput,1,1,1,1024,none,2.00,1000000,5,21702707,2.3777,9.127,0.0,0,0,0,0,0.0000,0.0000,0,143,0.0000,0.0000,120074417,196.2,1783417736
vyukov,throughput,1,1,1,1024,none,2.00,1000000,5,235225953,2.0051,117.315,0.0,0,0,0,0,0.0000,0.0000,0,366,0.0000,0.0000,120402417,1.2,1783417738
vyukov-b,throughput,1,1,1,1024,none,2.00,1000000,5,244538727,2.0051,121.960,0.0,0,0,0,0,0.0000,0.0000,0,85,0.0000,0.0000,117707291,1.2,1783417740
faa,throughput,1,1,1,1024,none,2.00,1000000,5,258665432,2.0051,129.006,0.0,0,0,0,0,0.0000,0.0000,0,45,0.0000,0.0000,118047583,1.2,1783417743
casticket,throughput,1,1,1,1024,none,2.00,1000000,5,160381765,2.0051,79.989,0.0,0,0,0,0,0.0000,0.0000,0,47,0.0000,0.0000,124000250,1.2,1783417745
mutex,throughput,1,1,1,1024,none,2.00,1000000,5,67933591,2.0051,33.881,0.0,0,0,0,0,0.0000,0.0000,0,943346,0.0000,0.0000,119702416,1.3,1783417748
moody,throughput,1,1,1,1024,none,2.00,1000000,5,53251970,2.0051,26.559,0.0,0,0,0,0,0.0000,0.0000,0,13,0.0000,0.0000,117809125,1.2,1783417750
spsc,throughput,1,1,1,1024,none,2.00,1000000,5,757151130,2.0051,377.619,0.0,0,0,0,0,0.0000,0.0000,0,19,0.0000,0.0000,120081916,1.2,1783417753
ms,throughput,2,2,1,1024,none,2.00,1000000,5,41325666,2.5089,16.472,0.0,0,0,0,0,0.0045,0.0002,0,4951,0.0000,0.0000,104533542,356.6,1783417756
vyukov,throughput,2,2,1,1024,none,2.00,1000000,5,49701426,2.0015,24.832,0.0,0,0,0,0,0.0082,0.0028,0,1942,0.0000,0.0000,121588875,1.3,1783417758
vyukov-b,throughput,2,2,1,1024,none,2.00,1000000,5,48538220,2.0051,24.207,0.0,0,0,0,0,0.0091,0.0057,0,2178,0.0000,0.0000,121016250,1.2,1783417760
faa,throughput,2,2,1,1024,none,2.00,1000000,5,52967111,2.0037,26.434,0.0,0,0,0,0,0.0002,0.0000,0,537,0.0000,0.0000,119741333,1.2,1783417763
casticket,throughput,2,2,1,1024,none,2.00,1000000,5,39751980,2.0051,19.825,0.0,0,0,0,0,0.0084,0.0016,0,169,0.0000,0.0000,120639291,1.3,1783417765
mutex,throughput,2,2,1,1024,none,2.00,1000000,5,44827526,2.0051,22.357,0.0,0,0,0,0,0.0183,0.0112,0,1344808,0.0000,0.0000,123800000,1.4,1783417768
moody,throughput,2,2,1,1024,none,2.00,1000000,5,25900093,2.0051,12.917,0.0,0,0,0,0,0.0010,0.0063,0,77,0.0000,0.0000,125485500,1.3,1783417770
ms,throughput,4,4,1,1024,all-int,2.00,1000000,5,11942576,2.0195,5.914,0.0,0,0,0,0,0.0315,0.0509,0,23473,0.0000,0.0000,126888083,24.5,1783417773
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,5,15598940,2.0021,7.791,0.0,0,0,0,0,0.0452,0.0256,0,17793,0.0000,0.0000,118578125,1.3,1783417775
vyukov-b,throughput,4,4,1,1024,all-int,2.00,1000000,5,15328486,2.0051,7.645,0.0,0,0,0,0,0.0246,0.0196,0,12718,0.0000,0.0000,123476083,1.3,1783417778
faa,throughput,4,4,1,1024,all-int,2.00,1000000,5,33014361,2.0030,16.482,0.0,0,0,0,0,0.0026,0.0045,0,24034,0.0000,0.0000,117818917,1.3,1783417780
casticket,throughput,4,4,1,1024,all-int,2.00,1000000,5,15143542,2.0051,7.552,0.0,0,0,0,0,0.0060,0.0073,0,12938,0.0000,0.0000,123292042,1.4,1783417782
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,5,37378636,2.0050,18.642,0.0,0,0,0,0,0.0137,0.0071,0,829508,0.0000,0.0000,123303000,1.6,1783417785
moody,throughput,4,4,1,1024,all-int,2.00,1000000,5,15299838,2.0051,7.630,0.0,0,0,0,0,0.0828,0.0208,0,5040,0.0000,0.0000,120181833,1.3,1783417787
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,5,8206918,2.8545,2.875,0.0,0,0,0,0,0.0221,0.3805,0,8071,0.0000,0.0000,122057833,125.6,1783417791
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,5,1001943,2.0053,0.500,0.0,0,0,0,0,0.0573,0.0858,0,5505,0.0000,0.0000,125636750,1.4,1783417793
vyukov-b,throughput,4,4,1,1024,all-bg,2.00,1000000,5,968107,2.0057,0.483,0.0,0,0,0,0,0.1426,0.0958,0,6666,0.0000,0.0000,124001125,1.3,1783417795
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,5,39119416,2.0052,19.509,0.0,0,0,0,0,0.0052,0.0101,0,195462,0.0000,0.0000,123103083,1.4,1783417798
casticket,throughput,4,4,1,1024,all-bg,2.00,1000000,5,28631551,2.0054,14.277,0.0,0,0,0,0,0.0051,0.0018,0,131357,0.0000,0.0000,123112917,1.4,1783417800
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,5,7216146,2.0054,3.598,0.0,0,0,0,0,0.0231,0.0313,0,301768,0.0000,0.0000,116761167,1.6,1783417803
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,5,4769761,2.0053,2.379,0.0,0,0,0,0,0.0893,0.0911,0,6008,0.0000,0.0000,117934875,1.4,1783417805
ms,latency,4,4,1,1024,none,2.00,1000000,5,2000000,2.0000,1.000,32390.5,500,21167,8203292,9992083,0.0000,0.0233,0,62638,0.0000,0.0000,121471667,32.8,1783417808
vyukov,latency,4,4,1,1024,none,2.00,1000000,5,2000000,2.0000,1.000,535.7,417,1750,17792,337792,0.0000,0.0479,0,299463,0.0000,0.0000,119585792,31.7,1783417810
vyukov-b,latency,4,4,1,1024,none,2.00,1000000,5,2000000,2.0000,1.000,674.9,417,2000,42542,992459,0.0000,0.0369,0,311182,0.0000,0.0000,121440292,31.8,1783417813
faa,latency,4,4,1,1024,none,2.00,1000000,5,2000000,2.0000,1.000,967.9,333,7583,129000,1071666,0.0000,0.0023,0,48238,0.0000,0.0000,119354167,31.7,1783417815
casticket,latency,4,4,1,1024,none,2.00,1000000,5,2000000,2.0000,1.000,1038.2,375,7291,206083,1653250,0.0000,0.0034,0,39602,0.0000,0.0000,122228292,31.8,1783417818
mutex,latency,4,4,1,1024,none,2.00,1000000,5,2000000,2.0000,1.000,8809.3,1750,54375,1096958,2326250,0.0000,0.0078,0,875537,0.0000,0.0000,123118083,31.9,1783417820
moody,latency,4,4,1,1024,none,2.00,1000000,5,2000000,2.0000,1.000,16087.8,459,43875,4157959,6121750,0.0000,0.0536,0,111760,0.0000,0.0000,120588083,31.9,1783417823
ms,latency,4,4,4,1024,none,2.00,1000000,5,1996273,2.0000,0.998,9247377.3,7538500,30071500,55149583,82621333,0.0000,0.2170,0,25592,0.0000,0.0000,118732750,38.8,1783417825
vyukov,latency,4,4,4,1024,none,2.00,1000000,5,2000000,2.0000,1.000,5438861.7,1552250,44143083,76377416,91947208,0.0000,0.1906,0,281910,0.0000,0.0000,122501834,31.9,1783417828
vyukov-b,latency,4,4,4,1024,none,2.00,1000000,5,2000000,2.0000,1.000,5708410.0,1597125,47605458,88811750,116983958,0.0000,0.1433,0,309839,0.0000,0.0000,118464709,31.8,1783417830
faa,latency,4,4,4,1024,none,2.00,1000000,5,2000000,2.0000,1.000,1562110.3,886167,9051375,13500292,20174084,0.0000,0.0673,0,114120,0.0000,0.0000,126836417,31.9,1783417833
casticket,latency,4,4,4,1024,none,2.00,1000000,5,2000000,2.0000,1.000,1493065.5,856750,8597208,13508625,16817625,0.0000,0.0719,0,105567,0.0000,0.0000,124708209,31.9,1783417835
mutex,latency,4,4,4,1024,none,2.00,1000000,5,2000000,2.0000,1.000,5359856.3,1474916,40323625,83878166,93141125,0.0000,0.0533,0,440816,0.0000,0.0000,126169750,32.2,1783417838
moody,latency,4,4,4,1024,none,2.00,1000000,5,2000000,2.0000,1.000,9052445.0,1600500,76687166,117055083,146996666,0.0000,0.1979,0,254676,0.0000,0.0000,121601250,32.1,1783417840
ms,throughput,4,4,1,1024,none,2.00,1000000,6,12047666,2.0052,6.008,0.0,0,0,0,0,0.0192,0.0122,0,13354,0.0000,0.0000,124193458,19.4,1783417845
vyukov,throughput,4,4,1,1024,none,2.00,1000000,6,15587110,2.0051,7.774,0.0,0,0,0,0,0.0366,0.0088,0,14109,0.0000,0.0000,124576625,1.3,1783417847
vyukov-b,throughput,4,4,1,1024,none,2.00,1000000,6,15462869,2.0051,7.712,0.0,0,0,0,0,0.0357,0.0204,0,11509,0.0000,0.0000,118028166,1.4,1783417850
faa,throughput,4,4,1,1024,none,2.00,1000000,6,32557376,2.0052,16.237,0.0,0,0,0,0,0.0025,0.0031,0,20916,0.0000,0.0000,122315791,1.4,1783417852
casticket,throughput,4,4,1,1024,none,2.00,1000000,6,14956736,2.0051,7.459,0.0,0,0,0,0,0.0122,0.0051,0,56616,0.0000,0.0000,117902875,1.3,1783417855
mutex,throughput,4,4,1,1024,none,2.00,1000000,6,37271762,2.0051,18.588,0.0,0,0,0,0,0.0019,0.0104,0,823599,0.0000,0.0000,121514667,1.6,1783417857
moody,throughput,4,4,1,1024,none,2.00,1000000,6,15725872,2.0054,7.842,0.0,0,0,0,0,0.0928,0.0325,0,4881,0.0000,0.0000,124767667,1.5,1783417859
ms,throughput,4,4,2,1024,none,2.00,1000000,6,14241323,2.6665,5.341,0.0,0,0,0,0,0.1271,0.0413,0,10280,0.0000,0.0000,122355375,171.9,1783417863
