queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,cons_cov,vcsw,ivcsw,retries_per_op,secondary_per_op,calib_ns,peak_rss_mb,unix_time
faa,throughput,4,4,4,64,none,2.00,1000000,2,5204626,2.0056,2.595,0.0,0,0,0,0,0.0020,0.0011,0,1865139,0.0000,0.0000,123168333,1.7,1783416991
casticket,throughput,4,4,4,64,none,2.00,1000000,2,5144017,2.0056,2.565,0.0,0,0,0,0,0.0013,0.0014,0,1867218,0.0000,0.0000,119293708,1.7,1783416993
mutex,throughput,4,4,4,64,none,2.00,1000000,2,9332960,2.0050,4.655,0.0,0,0,0,0,0.0295,0.0092,0,678649,0.0000,0.0000,123935708,1.8,1783416995
moody,throughput,4,4,4,64,none,2.00,1000000,2,589241,2.0126,0.293,0.0,0,0,0,0,0.3042,0.1631,0,13623,0.0000,0.0000,117793291,2.0,1783416998
ms,throughput,4,4,4,8192,none,2.00,1000000,2,15362277,2.8490,5.392,0.0,0,0,0,0,0.1590,0.0304,0,21435,0.0000,0.0000,123493333,246.1,1783417001
vyukov,throughput,4,4,4,8192,none,2.00,1000000,2,4745852,2.0135,2.357,0.0,0,0,0,0,0.1528,0.1703,0,60032,0.0000,0.0000,117877625,1.9,1783417004
vyukov-b,throughput,4,4,4,8192,none,2.00,1000000,2,4851887,2.0273,2.393,0.0,0,0,0,0,0.0957,0.1383,0,80417,0.0000,0.0000,123056500,2.0,1783417006
faa,throughput,4,4,4,8192,none,2.00,1000000,2,36149345,2.0022,18.054,0.0,0,0,0,0,0.0437,0.0518,0,109697,0.0000,0.0000,123182000,1.9,1783417009
casticket,throughput,4,4,4,8192,none,2.00,1000000,2,16137762,2.0045,8.051,0.0,0,0,0,0,0.0419,0.0468,0,123271,0.0000,0.0000,123781375,2.0,1783417011
mutex,throughput,4,4,4,8192,none,2.00,1000000,2,33038631,2.0010,16.511,0.0,0,0,0,0,0.1156,0.1318,0,461263,0.0000,0.0000,117993416,2.2,1783417013
moody,throughput,4,4,4,8192,none,2.00,1000000,2,16733761,2.0055,8.344,0.0,0,0,0,0,0.4347,0.1024,0,31519,0.0000,0.0000,125373666,2.1,1783417016
ms,throughput,1,1,1,1024,none,2.00,1000000,2,59552736,5.1045,11.667,0.0,0,0,0,0,0.0000,0.0000,0,5225,0.0000,0.0000,120220250,902.7,1783417021
vyukov,throughput,1,1,1,1024,none,2.00,1000000,2,230153844,2.0050,114.787,0.0,0,0,0,0,0.0000,0.0000,0,1416,0.0000,0.0000,118851000,1.2,1783417024
vyukov-b,throughput,1,1,1,1024,none,2.00,1000000,2,242854918,2.0051,121.120,0.0,0,0,0,0,0.0000,0.0000,0,1143,0.0000,0.0000,124517125,1.3,1783417026
faa,throughput,1,1,1,1024,none,2.00,1000000,2,239432741,2.0051,119.415,0.0,0,0,0,0,0.0000,0.0000,0,1350,0.0000,0.0000,124996333,1.2,1783417029
casticket,throughput,1,1,1,1024,none,2.00,1000000,2,158838852,2.0051,79.219,0.0,0,0,0,0,0.0000,0.0000,0,522,0.0000,0.0000,124853667,1.2,1783417031
mutex,throughput,1,1,1,1024,none,2.00,1000000,2,69581242,2.0047,34.709,0.0,0,0,0,0,0.0000,0.0000,0,931171,0.0000,0.0000,124897375,1.5,1783417034
moody,throughput,1,1,1,1024,none,2.00,1000000,2,51304270,2.0051,25.587,0.0,0,0,0,0,0.0000,0.0000,0,1872,0.0000,0.0000,124198833,1.2,1783417036
spsc,throughput,1,1,1,1024,none,2.00,1000000,2,708740080,2.0044,353.592,0.0,0,0,0,0,0.0000,0.0000,0,2261,0.0000,0.0000,125672708,1.2,1783417038
ms,throughput,2,2,1,1024,none,2.00,1000000,2,42285908,2.5631,16.498,0.0,0,0,0,0,0.0703,0.0019,0,1210,0.0000,0.0000,123539750,378.1,1783417041
vyukov,throughput,2,2,1,1024,none,2.00,1000000,2,50494790,2.0051,25.183,0.0,0,0,0,0,0.0304,0.0084,0,606,0.0000,0.0000,123156583,1.3,1783417044
vyukov-b,throughput,2,2,1,1024,none,2.00,1000000,2,48078228,2.0051,23.978,0.0,0,0,0,0,0.0001,0.0152,0,3692,0.0000,0.0000,125196542,1.3,1783417046
faa,throughput,2,2,1,1024,none,2.00,1000000,2,51603015,2.0051,25.736,0.0,0,0,0,0,0.0007,0.0006,0,4633,0.0000,0.0000,122178208,1.3,1783417049
casticket,throughput,2,2,1,1024,none,2.00,1000000,2,39383700,2.0051,19.642,0.0,0,0,0,0,0.0042,0.0012,0,2172,0.0000,0.0000,116178958,1.2,1783417051
mutex,throughput,2,2,1,1024,none,2.00,1000000,2,46702969,2.0051,23.292,0.0,0,0,0,0,0.0033,0.0231,0,1338849,0.0000,0.0000,121704833,1.6,1783417054
moody,throughput,2,2,1,1024,none,2.00,1000000,2,25242592,2.0051,12.589,0.0,0,0,0,0,0.0007,0.0030,0,2226,0.0000,0.0000,125337000,1.3,1783417056
ms,throughput,4,4,1,1024,all-int,2.00,1000000,2,15033830,2.0951,7.176,0.0,0,0,0,0,0.0262,0.0127,0,43729,0.0000,0.0000,131867750,46.7,1783417059
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,2,17840009,2.0012,8.915,0.0,0,0,0,0,0.0262,0.0132,0,57499,0.0000,0.0000,126438875,1.4,1783417061
vyukov-b,throughput,4,4,1,1024,all-int,2.00,1000000,2,18140703,2.0071,9.038,0.0,0,0,0,0,0.0095,0.0173,0,171221,0.0000,0.0000,124169000,1.4,1783417064
faa,throughput,4,4,1,1024,all-int,2.00,1000000,2,33667151,2.0051,16.791,0.0,0,0,0,0,0.0020,0.0042,0,32595,0.0000,0.0000,116729958,1.4,1783417066
casticket,throughput,4,4,1,1024,all-int,2.00,1000000,2,13996359,2.0068,6.974,0.0,0,0,0,0,0.0048,0.0173,0,11640,0.0000,0.0000,125496792,1.4,1783417068
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,2,38201788,2.0051,19.052,0.0,0,0,0,0,0.0101,0.0044,0,857320,0.0000,0.0000,124419417,1.6,1783417071
moody,throughput,4,4,1,1024,all-int,2.00,1000000,2,15208448,2.0051,7.585,0.0,0,0,0,0,0.0343,0.0133,0,8774,0.0000,0.0000,120817417,1.4,1783417073
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,2,8643829,2.7914,3.097,0.0,0,0,0,0,0.0250,0.3015,0,12884,0.0000,0.0000,123824750,132.3,1783417077
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,2,1109804,2.0053,0.553,0.0,0,0,0,0,0.2016,0.1784,0,16939,0.0000,0.0000,103449667,1.3,1783417079
vyukov-b,throughput,4,4,1,1024,all-bg,2.00,1000000,2,819025,2.0051,0.408,0.0,0,0,0,0,0.1650,0.0748,0,12444,0.0000,0.0000,125233209,1.4,1783417081
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,2,40315493,2.0053,20.104,0.0,0,0,0,0,0.0030,0.0016,0,211376,0.0000,0.0000,123305083,1.4,1783417084
casticket,throughput,4,4,1,1024,all-bg,2.00,1000000,2,34660232,2.0053,17.285,0.0,0,0,0,0,0.0065,0.0083,0,175633,0.0000,0.0000,126532208,1.4,1783417086
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,2,7370697,2.0027,3.680,0.0,0,0,0,0,0.0129,0.0225,0,301441,0.0000,0.0000,104774959,1.5,1783417089
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,2,3853983,2.0053,1.922,0.0,0,0,0,0,0.0324,0.1015,0,7428,0.0000,0.0000,121068666,1.4,1783417091
ms,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,95412.3,542,4360542,9360167,10027250,0.0000,0.0263,0,232187,0.0000,0.0000,124250375,32.8,1783417094
vyukov,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,23386.8,458,645291,4067500,7467041,0.0000,0.0302,0,354094,0.0000,0.0000,118543291,31.7,1783417096
vyukov-b,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,7199.9,416,188000,958166,2668833,0.0000,0.0181,0,230482,0.0000,0.0000,124886500,31.8,1783417099
faa,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,97213.7,375,4495667,9757250,12632375,0.0000,0.0034,0,43256,0.0000,0.0000,122207625,31.8,1783417101
casticket,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,550.1,375,5208,15042,1046125,0.0000,0.0010,0,30615,0.0000,0.0000,123524833,31.8,1783417104
mutex,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,25510.1,1791,54875,6101750,7960708,0.0000,0.0052,0,867646,0.0000,0.0000,123735041,32.0,1783417106
moody,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,4262.5,459,12500,736834,5228084,0.0000,0.0711,0,91594,0.0000,0.0000,116282041,31.8,1783417109
ms,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,10960838.2,8035334,37168167,45345667,59337375,0.0000,0.1419,0,79581,0.0000,0.0000,123619250,40.2,1783417111
vyukov,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,5502309.4,1594333,41873875,65637583,83038791,0.0000,0.1545,0,300731,0.0000,0.0000,124614750,31.9,1783417114
vyukov-b,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,5489598.3,1573458,41459166,61561250,71513958,0.0000,0.2207,0,314443,0.0000,0.0000,123965584,31.9,1783417116
faa,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,1587767.5,890333,9672875,14856041,19962583,0.0000,0.0671,0,116637,0.0000,0.0000,117266500,32.0,1783417119
casticket,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,1764635.6,918542,12860292,22257333,28049958,0.0000,0.0604,0,118204,0.0000,0.0000,125340167,31.9,1783417121
mutex,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,6071026.0,1559500,46286084,81975167,103369375,0.0000,0.0534,0,561918,0.0000,0.0000,121273291,32.2,1783417124
moody,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,8236633.8,1488750,68260209,107521292,123504334,0.0000,0.2093,0,259413,0.0000,0.0000,124347750,32.0,1783417126
ms,throughput,4,4,1,1024,none,2.00,1000000,3,12245993,2.0056,6.106,0.0,0,0,0,0,0.0219,0.0171,0,26888,0.0000,0.0000,125732250,14.5,1783417131
vyukov,throughput,4,4,1,1024,none,2.00,1000000,3,15776220,2.0016,7.882,0.0,0,0,0,0,0.0189,0.0079,0,35902,0.0000,0.0000,115473584,1.3,1783417133
vyukov-b,throughput,4,4,1,1024,none,2.00,1000000,3,16371075,2.0051,8.165,0.0,0,0,0,0,0.0242,0.0177,0,62938,0.0000,0.0000,123861917,1.3,1783417136
faa,throughput,4,4,1,1024,none,2.00,1000000,3,33184361,2.0051,16.550,0.0,0,0,0,0,0.0013,0.0010,0,35397,0.0000,0.0000,126376625,1.4,1783417138
casticket,throughput,4,4,1,1024,none,2.00,1000000,3,15312029,2.0051,7.636,0.0,0,0,0,0,0.0141,0.0077,0,20736,0.0000,0.0000,121898417,1.4,1783417141
mutex,throughput,4,4,1,1024,none,2.00,1000000,3,36988423,2.0051,18.447,0.0,0,0,0,0,0.0056,0.0052,0,802867,0.0000,0.0000,106108000,1.6,1783417143
moody,throughput,4,4,1,1024,none,2.00,1000000,3,14704320,2.0051,7.333,0.0,0,0,0,0,0.0381,0.0278,0,10135,0.0000,0.0000,123991000,1.4,1783417145
ms,throughput,4,4,2,1024,none,2.00,1000000,3,15162425,2.6985,5.619,0.0,0,0,0,0,0.0669,0.0175,0,24259,0.0000,0.0000,123112583,184.6,1783417149
vyukov,throughput,4,4,2,1024,none,2.00,1000000,3,4227203,2.0041,2.109,0.0,0,0,0,0,0.0426,0.0645,0,323234,0.0000,0.0000,122372667,1.6,1783417151
vyukov-b,throughput,4,4,2,1024,none,2.00,1000000,3,3831195,2.0052,1.911,0.0,0,0,0,0,0.0469,0.0486,0,117333,0.0000,0.0000,126877750,1.5,1783417153
faa,throughput,4,4,2,1024,none,2.00,1000000,3,35771748,2.0024,17.864,0.0,0,0,0,0,0.0046,0.0098,0,216516,0.0000,0.0000,124634875,1.5,1783417156
casticket,throughput,4,4,2,1024,none,2.00,1000000,3,18128807,2.0050,9.042,0.0,0,0,0,0,0.0045,0.0089,0,144447,0.0000,0.0000,121759292,1.5,1783417158
mutex,throughput,4,4,2,1024,none,2.00,1000000,3,30076982,2.0052,14.999,0.0,0,0,0,0,0.0169,0.0338,0,468228,0.0000,0.0000,122390750,1.7,1783417161
moody,throughput,4,4,2,1024,none,2.00,1000000,3,16042688,2.0052,8.000,0.0,0,0,0,0,0.0981,0.0355,0,4408,0.0000,0.0000,121544333,1.6,1783417163
ms,throughput,4,4,4,1024,none,2.00,1000000,3,14633960,2.9609,4.942,0.0,0,0,0,0,0.1704,0.0620,0,11194,0.0000,0.0000,123000625,216.9,1783417167
vyukov,throughput,4,4,4,1024,none,2.00,1000000,3,3153025,2.0068,1.571,0.0,0,0,0,0,0.1159,0.1083,0,70045,0.0000,0.0000,119385125,1.7,1783417169
vyukov-b,throughput,4,4,4,1024,none,2.00,1000000,3,3192994,2.0064,1.591,0.0,0,0,0,0,0.1147,0.0726,0,88324,0.0000,0.0000,116854250,1.8,1783417171
faa,throughput,4,4,4,1024,none,2.00,1000000,3,59518268,2.0053,29.681,0.0,0,0,0,0,0.0071,0.0072,0,1095923,0.0000,0.0000,120323458,1.7,1783417174
casticket,throughput,4,4,4,1024,none,2.00,1000000,3,46665773,2.0048,23.277,0.0,0,0,0,0,0.0113,0.0054,0,1016151,0.0000,0.0000,120890375,1.8,1783417176
mutex,throughput,4,4,4,1024,none,2.00,1000000,3,30248332,2.0054,15.084,0.0,0,0,0,0,0.1324,0.1078,0,530025,0.0000,0.0000,116665709,1.9,1783417179
moody,throughput,4,4,4,1024,none,2.00,1000000,3,15131458,2.0151,7.509,0.0,0,0,0,0,0.1185,0.0532,0,5462,0.0000,0.0000,117948791,1.9,1783417181
ms,throughput,4,4,4,64,none,2.00,1000000,3,15053480,2.8339,5.312,0.0,0,0,0,0,0.1468,0.0381,0,24970,0.0000,0.0000,123620375,244.5,1783417185
vyukov,throughput,4,4,4,64,none,2.00,1000000,3,1592919,2.0082,0.793,0.0,0,0,0,0,0.1544,0.1743,0,51611,0.0000,0.0000,118821542,1.8,1783417187
vyukov-b,throughput,4,4,4,64,none,2.00,1000000,3,2138313,2.0167,1.060,0.0,0,0,0,0,0.1476,0.0895,0,72396,0.0000,0.0000,123937917,1.8,1783417189
faa,throughput,4,4,4,64,none,2.00,1000000,3,4959179,2.0056,2.473,0.0,0,0,0,0,0.0018,0.0017,0,1855170,0.0000,0.0000,124329000,1.7,1783417192
casticket,throughput,4,4,4,64,none,2.00,1000000,3,4769283,2.0056,2.378,0.0,0,0,0,0,0.0007,0.0014,0,1792441,0.0000,0.0000,125033000,1.7,1783417194
mutex,throughput,4,4,4,64,none,2.00,1000000,3,9054527,2.0031,4.520,0.0,0,0,0,0,0.0737,0.0121,0,655336,0.0000,0.0000,120852000,1.8,1783417197
moody,throughput,4,4,4,64,none,2.00,1000000,3,513216,2.0055,0.256,0.0,0,0,0,0,0.4068,0.1975,0,24916,0.0000,0.0000,119501583,2.0,1783417199
ms,throughput,4,4,4,8192,none,2.00,1000000,3,15076810,2.9147,5.173,0.0,0,0,0,0,0.1782,0.0426,0,14286,0.0000,0.0000,123568333,204.1,1783417203
vyukov,throughput,4,4,4,8192,none,2.00,1000000,3,4407120,2.0083,2.194,0.0,0,0,0,0,0.1578,0.1672,0,122504,0.0000,0.0000,122600792,1.9,1783417205
vyukov-b,throughput,4,4,4,8192,none,2.00,1000000,3,4831158,2.0077,2.406,0.0,0,0,0,0,0.1009,0.1086,0,121062,0.0000,0.0000,124923250,1.8,1783417208
faa,throughput,4,4,4,8192,none,2.00,1000000,3,44032782,2.0059,21.951,0.0,0,0,0,0,0.0277,0.0220,0,146452,0.0000,0.0000,122476209,1.8,1783417210
casticket,throughput,4,4,4,8192,none,2.00,1000000,3,42505927,2.0058,21.192,0.0,0,0,0,0,0.0232,0.0234,0,163400,0.0000,0.0000,117292667,1.9,1783417212
mutex,throughput,4,4,4,8192,none,2.00,1000000,3,37834102,2.0039,18.880,0.0,0,0,0,0,0.0391,0.0876,0,471720,0.0000,0.0000,124147083,2.3,1783417215
moody,throughput,4,4,4,8192,none,2.00,1000000,3,17046049,2.0056,8.499,0.0,0,0,0,0,0.5661,0.0765,0,8058,0.0000,0.0000,120983500,2.2,1783417217
ms,throughput,1,1,1,1024,none,2.00,1000000,3,22953975,2.4620,9.323,0.0,0,0,0,0,0.0000,0.0000,0,200,0.0000,0.0000,124232958,231.2,1783417220
vyukov,throughput,1,1,1,1024,none,2.00,1000000,3,242762051,2.0051,121.074,0.0,0,0,0,0,0.0000,0.0000,0,73,0.0000,0.0000,120096083,1.2,1783417223
vyukov-b,throughput,1,1,1,1024,none,2.00,1000000,3,233173481,2.0045,116.323,0.0,0,0,0,0,0.0000,0.0000,0,133,0.0000,0.0000,123833042,1.2,1783417225
faa,throughput,1,1,1,1024,none,2.00,1000000,3,254005359,2.0051,126.682,0.0,0,0,0,0,0.0000,0.0000,0,29,0.0000,0.0000,125008667,1.2,1783417228
casticket,throughput,1,1,1,1024,none,2.00,1000000,3,159209813,2.0051,79.404,0.0,0,0,0,0,0.0000,0.0000,0,63,0.0000,0.0000,124267792,1.2,1783417230
mutex,throughput,1,1,1,1024,none,2.00,1000000,3,69571098,2.0032,34.729,0.0,0,0,0,0,0.0000,0.0000,0,935077,0.0000,0.0000,117403916,1.3,1783417232
moody,throughput,1,1,1,1024,none,2.00,1000000,3,53414528,2.0051,26.640,0.0,0,0,0,0,0.0000,0.0000,0,12,0.0000,0.0000,121442667,1.3,1783417235
spsc,throughput,1,1,1,1024,none,2.00,1000000,3,754447970,2.0051,376.270,0.0,0,0,0,0,0.0000,0.0000,0,23,0.0000,0.0000,116986541,1.2,1783417237
ms,throughput,2,2,1,1024,none,2.00,1000000,3,41971006,2.4927,16.838,0.0,0,0,0,0,0.0980,0.0001,0,888,0.0000,0.0000,119903042,349.9,1783417240
vyukov,throughput,2,2,1,1024,none,2.00,1000000,3,51077038,2.0018,25.515,0.0,0,0,0,0,0.0276,0.0130,0,227,0.0000,0.0000,116252125,1.3,1783417243
vyukov-b,throughput,2,2,1,1024,none,2.00,1000000,3,49259207,2.0051,24.567,0.0,0,0,0,0,0.0162,0.0124,0,271,0.0000,0.0000,123176042,1.3,1783417245
faa,throughput,2,2,1,1024,none,2.00,1000000,3,51216365,2.0051,25.543,0.0,0,0,0,0,0.0003,0.0001,0,199,0.0000,0.0000,117116208,1.2,1783417248
casticket,throughput,2,2,1,1024,none,2.00,1000000,3,39761067,2.0051,19.830,0.0,0,0,0,0,0.0182,0.0003,0,86,0.0000,0.0000,121882791,1.3,1783417250
mutex,throughput,2,2,1,1024,none,2.00,1000000,3,45303787,2.0035,22.612,0.0,0,0,0,0,0.0015,0.0536,0,1355819,0.0000,0.0000,118089792,1.4,1783417252
moody,throughput,2,2,1,1024,none,2.00,1000000,3,25553660,2.0051,12.744,0.0,0,0,0,0,0.0008,0.0010,0,1352,0.0000,0.0000,122828667,1.3,1783417255
ms,throughput,4,4,1,1024,all-int,2.00,1000000,3,11785399,2.0109,5.861,0.0,0,0,0,0,0.0221,0.0082,0,14288,0.0000,0.0000,123790792,18.4,1783417257
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,3,15302337,2.0052,7.631,0.0,0,0,0,0,0.0272,0.0093,0,12921,0.0000,0.0000,122724958,1.4,1783417260
vyukov-b,throughput,4,4,1,1024,all-int,2.00,1000000,3,15781222,2.0042,7.874,0.0,0,0,0,0,0.0417,0.0132,0,19922,0.0000,0.0000,118554458,1.3,1783417262
faa,throughput,4,4,1,1024,all-int,2.00,1000000,3,33144674,2.0051,16.530,0.0,0,0,0,0,0.0014,0.0033,0,11949,0.0000,0.0000,119302750,1.3,1783417265
casticket,throughput,4,4,1,1024,all-int,2.00,1000000,3,13861900,2.0051,6.913,0.0,0,0,0,0,0.0186,0.0222,0,9530,0.0000,0.0000,120432583,1.3,1783417267
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,3,38665634,2.0050,19.284,0.0,0,0,0,0,0.0036,0.0052,0,846921,0.0000,0.0000,124540958,1.6,1783417269
moody,throughput,4,4,1,1024,all-int,2.00,1000000,3,15365305,2.0051,7.663,0.0,0,0,0,0,0.0188,0.0251,0,5292,0.0000,0.0000,121610875,1.4,1783417272
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,3,8498726,2.8100,3.024,0.0,0,0,0,0,0.0087,0.2980,0,8538,0.0000,0.0000,117949416,124.6,1783417275
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,3,826463,2.0054,0.412,0.0,0,0,0,0,0.0640,0.0432,0,5078,0.0000,0.0000,121411083,1.4,1783417278
vyukov-b,throughput,4,4,1,1024,all-bg,2.00,1000000,3,909603,2.0053,0.454,0.0,0,0,0,0,0.0293,0.0655,0,5265,0.0000,0.0000,120084291,1.3,1783417280
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,3,28503111,2.0053,14.214,0.0,0,0,0,0,0.0061,0.0085,0,125525,0.0000,0.0000,121025125,1.3,1783417282
casticket,throughput,4,4,1,1024,all-bg,2.00,1000000,3,23485419,2.0052,11.712,0.0,0,0,0,0,0.0024,0.0048,0,98767,0.0000,0.0000,122964917,1.4,1783417285
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,3,7541502,2.0053,3.761,0.0,0,0,0,0,0.0183,0.0158,0,307518,0.0000,0.0000,116875958,1.5,1783417287
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,3,4785081,2.0053,2.386,0.0,0,0,0,0,0.0361,0.0322,0,8245,0.0000,0.0000,118261375,1.4,1783417290
ms,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,8280.0,500,10708,3389458,5048417,0.0000,0.0185,0,63451,0.0000,0.0000,119784708,32.3,1783417292
vyukov,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,528.5,417,1834,12834,1878709,0.0000,0.0160,0,286450,0.0000,0.0000,123096209,31.8,1783417295
vyukov-b,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,857.5,416,1750,45333,1137541,0.0000,0.0476,0,319085,0.0000,0.0000,119840792,31.8,1783417297
faa,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,586.3,375,6209,19125,1043792,0.0000,0.0014,0,38799,0.0000,0.0000,117039708,31.7,1783417300
casticket,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,553.5,333,5625,16625,1987583,0.0000,0.0010,0,37152,0.0000,0.0000,122628667,31.8,1783417302
mutex,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,91230.8,1791,3144166,12912416,16318833,0.0000,0.0034,0,883056,0.0000,0.0000,124610041,32.0,1783417305
moody,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,551.5,459,1792,11709,1979875,0.0000,0.0911,0,60283,0.0000,0.0000,122747667,31.9,1783417307
ms,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,9685744.0,7277041,38719458,110560375,129556375,0.0000,0.1948,0,32014,0.0000,0.0000,117225625,38.7,1783417310
vyukov,latency,4,4,4,1024,none,2.00,1000000,3,1990883,2.0000,0.995,5462465.1,1540875,42852209,68714709,75580500,0.0000,0.2569,0,294800,0.0000,0.0000,119743750,31.7,1783417312
vyukov-b,latency,4,4,4,1024,none,2.00,1000000,3,1982728,2.0000,0.991,5631061.0,1584458,43324625,63214791,72168333,0.0000,0.2226,0,313408,0.0000,0.0000,117704833,31.6,1783417315
faa,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,1498352.9,854750,8716459,13920125,19447959,0.0000,0.0641,0,100424,0.0000,0.0000,117819208,32.0,1783417317
casticket,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,1592444.9,889833,9348583,15162083,22802041,0.0000,0.0934,0,99914,0.0000,0.0000,123652291,31.9,1783417320
mutex,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,6756822.9,1552000,54056500,133003125,145669250,0.0000,0.0446,0,591981,0.0000,0.0000,118781458,32.1,1783417322
moody,latency,4,4,4,1024,none,2.00,1000000,3,1975713,2.0000,0.988,8951101.6,1448000,79484834,116869542,132728750,0.0000,0.2707,0,261064,0.0000,0.0000,113922042,31.7,1783417325
ms,throughput,4,4,1,1024,none,2.00,1000000,4,11778561,2.0056,5.873,0.0,0,0,0,0,0.0199,0.0207,0,12848,0.0000,0.0000,121796167,13.3,1783417329
vyukov,throughput,4,4,1,1024,none,2.00,1000000,4,15634130,2.0048,7.798,0.0,0,0,0,0,0.0493,0.0324,0,10643,0.0000,0.0000,124905125,1.3,1783417332
vyukov-b,throughput,4,4,1,1024,none,2.00,1000000,4,14981024,2.0014,7.485,0.0,0,0,0,0,0.0441,0.0122,0,10184,0.0000,0.0000,119815250,1.5,1783417334
faa,throughput,4,4,1,1024,none,2.00,1000000,4,32946401,2.0010,16.465,0.0,0,0,0,0,0.0017,0.0039,0,18545,0.0000,0.0000,120197166,1.3,1783417337
casticket,throughput,4,4,1,1024,none,2.00,1000000,4,13656334,2.0053,6.810,0.0,0,0,0,0,0.0148,0.0220,0,8147,0.0000,0.0000,114971458,1.3,1783417339
mutex,throughput,4,4,1,1024,none,2.00,1000000,4,37355641,2.0049,18.632,0.0,0,0,0,0,0.0049,0.0033,0,819152,0.0000,0.0000,123922916,1.6,1783417342
moody,throughput,4,4,1,1024,none,2.00,1000000,4,15942640,2.0051,7.951,0.0,0,0,0,0,0.1048,0.0233,0,8754,0.0000,0.0000,119453000,1.4,1783417344
ms,throughput,4,4,2,1024,none,2.00,1000000,4,14268991,2.6265,5.433,0.0,0,0,0,0,0.1004,0.0298,0,14157,0.0000,0.0000,123382834,164.8,1783417347
vyukov,throughput,4,4,2,1024,none,2.00,1000000,4,4372734,2.0052,2.181,0.0,0,0,0,0,0.0432,0.0379,0,208244,0.0000,0.0000,121914250,1.6,1783417349
vyukov-b,throughput,4,4,2,1024,none,2.00,1000000,4,4254688,2.0052,2.122,0.0,0,0,0,0,0.0509,0.1006,0,60454,0.0000,0.0000,123847459,1.5,1783417352
faa,throughput,4,4,2,1024,none,2.00,1000000,4,34653366,2.0051,17.283,0.0,0,0,0,0,0.0110,0.0104,0,192119,0.0000,0.0000,122923208,1.5,1783417354
casticket,throughput,4,4,2,1024,none,2.00,1000000,4,19520588,2.0051,9.735,0.0,0,0,0,0,0.0053,0.0137,0,160333,0.0000,0.0000,122011333,1.5,1783417357
mutex,throughput,4,4,2,1024,none,2.00,1000000,4,29958664,2.0006,14.975,0.0,0,0,0,0,0.0289,0.0361,0,488955,0.0000,0.0000,126268125,1.8,1783417359
moody,throughput,4,4,2,1024,none,2.00,1000000,4,15714787,2.0053,7.837,0.0,0,0,0,0,0.0925,0.0375,0,4990,0.0000,0.0000,117320458,1.5,1783417362
ms,throughput,4,4,4,1024,none,2.00,1000000,4,14099209,2.5548,5.519,0.0,0,0,0,0,0.1168,0.0456,0,7791,0.0000,0.0000,120430292,215.9,1783417365
