queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,cons_cov,vcsw,ivcsw,retries_per_op,secondary_per_op,calib_ns,peak_rss_mb,unix_time
casticket,throughput,4,4,4,8192,none,1.50,1000000,0,32710743,1.5046,21.741,0.0,0,0,0,0,0.0184,0.0309,0,96786,0.7616,0.0526,116894333,2.0,1783445486
mutex,throughput,4,4,4,8192,none,1.50,1000000,0,22871277,1.5028,15.219,0.0,0,0,0,0,0.0761,0.0938,0,295507,0.0000,0.0000,123399416,2.3,1783445487
moody,throughput,4,4,4,8192,none,1.50,1000000,0,12377677,1.5054,8.222,0.0,0,0,0,0,0.5508,0.1084,0,5263,0.0000,0.0000,127232708,2.0,1783445489
ms,throughput,1,1,1,1024,none,1.50,1000000,0,29542923,2.4444,12.086,0.0,0,0,0,0,0.0000,0.0000,0,553,0.0000,0.0000,122714625,476.6,1783445492
vyukov,throughput,1,1,1,1024,none,1.50,1000000,0,178061695,1.5051,118.308,0.0,0,0,0,0,0.0000,0.0000,0,241,0.0000,0.0000,122388792,1.2,1783445494
vyukov-b,throughput,1,1,1,1024,none,1.50,1000000,0,171198085,1.5051,113.747,0.0,0,0,0,0,0.0000,0.0000,0,294,0.0000,0.0000,124683334,1.2,1783445496
faa,throughput,1,1,1,1024,none,1.50,1000000,0,189382843,1.5051,125.829,0.0,0,0,0,0,0.0000,0.0000,0,368,0.0000,0.0001,122514416,1.2,1783445498
casticket,throughput,1,1,1,1024,none,1.50,1000000,0,119318225,1.5051,79.278,0.0,0,0,0,0,0.0000,0.0000,0,88,0.0000,0.0001,123706375,1.2,1783445500
mutex,throughput,1,1,1,1024,none,1.50,1000000,0,51703585,1.5051,34.353,0.0,0,0,0,0,0.0000,0.0000,0,703547,0.0000,0.0000,124918958,1.3,1783445502
moody,throughput,1,1,1,1024,none,1.50,1000000,0,38294336,1.5051,25.443,0.0,0,0,0,0,0.0000,0.0000,0,17,0.0000,0.0000,117800250,1.2,1783445504
spsc,throughput,1,1,1,1024,none,1.50,1000000,0,562020789,1.5051,373.418,0.0,0,0,0,0,0.0000,0.0000,0,185,0.0000,0.0000,123139583,1.2,1783445506
ms,throughput,2,2,1,1024,none,1.50,1000000,0,30005941,1.8304,16.394,0.0,0,0,0,0,0.0133,0.0015,0,1052,0.2403,0.0808,123730084,238.2,1783445508
vyukov,throughput,2,2,1,1024,none,1.50,1000000,0,34038461,1.5051,22.616,0.0,0,0,0,0,0.0025,0.0194,0,494,0.7212,0.4045,120175375,1.2,1783445510
vyukov-b,throughput,2,2,1,1024,none,1.50,1000000,0,35003323,1.5051,23.257,0.0,0,0,0,0,0.0004,0.0098,0,932,0.6875,0.4106,124928709,1.3,1783445512
faa,throughput,2,2,1,1024,none,1.50,1000000,0,38678822,1.5051,25.698,0.0,0,0,0,0,0.0023,0.0004,0,668,0.0000,0.0010,124256958,1.3,1783445514
casticket,throughput,2,2,1,1024,none,1.50,1000000,0,40554647,1.5051,26.945,0.0,0,0,0,0,0.0100,0.0369,0,692,0.9921,0.0002,122279083,1.3,1783445516
mutex,throughput,2,2,1,1024,none,1.50,1000000,0,34816032,1.5045,23.141,0.0,0,0,0,0,0.0143,0.0428,0,998066,0.0000,0.0000,117958000,1.5,1783445518
moody,throughput,2,2,1,1024,none,1.50,1000000,0,22741954,1.5052,15.109,0.0,0,0,0,0,0.0029,0.0012,0,488,0.0000,0.0000,121778542,1.3,1783445520
ms,throughput,4,4,1,1024,all-int,1.50,1000000,0,9034231,1.5055,6.001,0.0,0,0,0,0,0.0228,0.0254,0,26883,1.2034,0.4659,124679958,14.8,1783445522
vyukov,throughput,4,4,1,1024,all-int,1.50,1000000,0,13167154,1.5052,8.748,0.0,0,0,0,0,0.0132,0.0280,0,19249,0.6298,1.4646,124251208,1.4,1783445524
vyukov-b,throughput,4,4,1,1024,all-int,1.50,1000000,0,12800931,1.5051,8.505,0.0,0,0,0,0,0.0176,0.0425,0,6802,0.6256,1.5983,121214375,1.4,1783445526
faa,throughput,4,4,1,1024,all-int,1.50,1000000,0,25353494,1.5052,16.844,0.0,0,0,0,0,0.0015,0.0033,0,25357,0.0000,0.0206,124077083,1.4,1783445528
casticket,throughput,4,4,1,1024,all-int,1.50,1000000,0,30302476,1.5051,20.133,0.0,0,0,0,0,0.0085,0.0076,0,15679,0.9360,0.0078,124329875,1.4,1783445530
mutex,throughput,4,4,1,1024,all-int,1.50,1000000,0,28747378,1.5028,19.129,0.0,0,0,0,0,0.0045,0.0111,0,638539,0.0000,0.0000,124124375,1.6,1783445531
moody,throughput,4,4,1,1024,all-int,1.50,1000000,0,12488691,1.5029,8.310,0.0,0,0,0,0,0.1220,0.0142,0,5744,0.0000,0.0000,125137125,1.4,1783445533
ms,throughput,4,4,1,1024,all-bg,1.50,1000000,0,7298346,2.1678,3.367,0.0,0,0,0,0,0.0108,0.3056,0,12483,0.4336,0.1070,124964416,124.3,1783445536
vyukov,throughput,4,4,1,1024,all-bg,1.50,1000000,0,895561,1.5054,0.595,0.0,0,0,0,0,0.2028,0.0787,0,7235,0.5183,0.6817,125054416,1.3,1783445538
vyukov-b,throughput,4,4,1,1024,all-bg,1.50,1000000,0,782013,1.5053,0.519,0.0,0,0,0,0,0.0637,0.1061,0,3877,0.5161,0.7823,121242834,1.4,1783445540
faa,throughput,4,4,1,1024,all-bg,1.50,1000000,0,22686301,1.5056,15.068,0.0,0,0,0,0,0.0027,0.0086,0,102885,0.0000,0.0044,121917208,1.3,1783445542
casticket,throughput,4,4,1,1024,all-bg,1.50,1000000,0,21273030,1.5053,14.132,0.0,0,0,0,0,0.0089,0.0055,0,110357,0.4813,0.0049,121418459,1.4,1783445544
mutex,throughput,4,4,1,1024,all-bg,1.50,1000000,0,5652145,1.5053,3.755,0.0,0,0,0,0,0.0202,0.0318,0,232093,0.0000,0.0000,124105542,1.5,1783445546
moody,throughput,4,4,1,1024,all-bg,1.50,1000000,0,3459551,1.5054,2.298,0.0,0,0,0,0,0.0754,0.2248,0,4679,0.0000,0.0000,123367292,1.4,1783445548
ms,latency,4,4,1,1024,none,1.50,1000000,0,1500000,1.5000,1.000,5864.2,500,12542,2211834,3459834,0.0000,0.0320,0,62138,1.6160,0.0003,122984292,24.6,1783445550
vyukov,latency,4,4,1,1024,none,1.50,1000000,0,1500000,1.5000,1.000,1458.1,416,2125,55166,3123833,0.0000,0.0495,0,142575,1.6033,0.0225,123356917,24.2,1783445552
vyukov-b,latency,4,4,1,1024,none,1.50,1000000,0,1500000,1.5000,1.000,16320.2,458,28750,4892375,6088625,0.0000,0.0383,0,148167,1.5193,0.0306,124901125,24.2,1783445554
faa,latency,4,4,1,1024,none,1.50,1000000,0,1500000,1.5000,1.000,1377.3,375,10791,175916,1306958,0.0000,0.0060,0,61267,0.0000,2.5076,119660375,24.1,1783445556
casticket,latency,4,4,1,1024,none,1.50,1000000,0,1500000,1.5000,1.000,2627.7,375,33750,424292,1168000,0.0000,0.0021,0,92769,0.0175,2.3094,123434834,24.2,1783445558
mutex,latency,4,4,1,1024,none,1.50,1000000,0,1500000,1.5000,1.000,8734.4,1833,102667,856500,2791500,0.0000,0.0012,0,634052,0.0000,0.0000,125007291,24.3,1783445560
moody,latency,4,4,1,1024,none,1.50,1000000,0,1500000,1.5000,1.000,18114.1,500,571375,2825834,4672292,0.0000,0.0446,0,106157,0.0000,0.0000,122084791,24.3,1783445562
ms,latency,4,4,4,1024,none,1.50,1000000,0,1498902,1.5000,0.999,9250978.7,7198584,34087625,47789500,68884834,0.0000,0.2914,0,59981,0.7891,0.0470,117714667,30.5,1783445564
vyukov,latency,4,4,4,1024,none,1.50,1000000,0,1500000,1.5000,1.000,5118878.8,1532125,38442917,52541667,58677708,0.0000,0.1264,0,175229,1.0137,0.9279,124018750,24.2,1783445566
vyukov-b,latency,4,4,4,1024,none,1.50,1000000,0,1500000,1.5000,1.000,5612921.5,1592667,44082708,75605792,85133333,0.0000,0.1989,0,175171,1.0139,0.8774,122116334,24.3,1783445568
faa,latency,4,4,4,1024,none,1.50,1000000,0,1500000,1.5000,1.000,1560494.5,888583,8698458,13265333,19796000,0.0000,0.0894,0,71360,0.0000,0.5327,122940709,24.3,1783445570
casticket,latency,4,4,4,1024,none,1.50,1000000,0,1500000,1.5000,1.000,1511354.9,876458,8475750,14245083,27779083,0.0000,0.1007,0,63282,0.5965,0.5685,124678667,24.3,1783445572
mutex,latency,4,4,4,1024,none,1.50,1000000,0,1500000,1.5000,1.000,5264530.0,1500541,35280333,61474500,77368250,0.0000,0.0396,0,387334,0.0000,0.0000,120351000,24.5,1783445574
moody,latency,4,4,4,1024,none,1.50,1000000,0,1500000,1.5000,1.000,9507854.4,1506834,83144417,115947209,130710542,0.0000,0.2204,0,188510,0.0000,0.0000,123748000,24.5,1783445576
ms,throughput,4,4,1,1024,none,1.50,1000000,1,9131085,1.5038,6.072,0.0,0,0,0,0,0.0390,0.0130,0,20857,1.1781,0.4545,123809792,19.3,1783445580
vyukov,throughput,4,4,1,1024,none,1.50,1000000,1,11739243,1.5051,7.799,0.0,0,0,0,0,0.0294,0.0418,0,4009,0.7051,1.7378,117404250,1.3,1783445581
vyukov-b,throughput,4,4,1,1024,none,1.50,1000000,1,12905188,1.5051,8.574,0.0,0,0,0,0,0.0190,0.0327,0,6437,0.6192,1.5867,122455916,1.3,1783445583
faa,throughput,4,4,1,1024,none,1.50,1000000,1,24748244,1.5051,16.443,0.0,0,0,0,0,0.0009,0.0053,0,15452,0.0000,0.0068,124560750,1.4,1783445585
casticket,throughput,4,4,1,1024,none,1.50,1000000,1,30772197,1.5051,20.445,0.0,0,0,0,0,0.0181,0.0127,0,16388,0.9333,0.0059,122914667,1.4,1783445587
mutex,throughput,4,4,1,1024,none,1.50,1000000,1,28795849,1.5050,19.133,0.0,0,0,0,0,0.0100,0.0038,0,637353,0.0000,0.0000,124706125,1.6,1783445589
moody,throughput,4,4,1,1024,none,1.50,1000000,1,11405521,1.5051,7.578,0.0,0,0,0,0,0.0451,0.0185,0,4793,0.0000,0.0000,122849250,1.4,1783445591
ms,throughput,4,4,2,1024,none,1.50,1000000,1,10481686,1.9211,5.456,0.0,0,0,0,0,0.1199,0.0179,0,9884,0.8711,0.3308,123568833,133.0,1783445594
vyukov,throughput,4,4,2,1024,none,1.50,1000000,1,3152434,1.5056,2.094,0.0,0,0,0,0,0.0751,0.0976,0,120198,0.7041,1.9487,118073792,1.5,1783445596
vyukov-b,throughput,4,4,2,1024,none,1.50,1000000,1,3825139,1.5053,2.541,0.0,0,0,0,0,0.0418,0.0219,0,135097,0.7368,2.0190,124525834,1.5,1783445597
faa,throughput,4,4,2,1024,none,1.50,1000000,1,27886457,1.5042,18.539,0.0,0,0,0,0,0.0131,0.0154,0,164797,0.0000,0.0584,117583917,1.4,1783445599
casticket,throughput,4,4,2,1024,none,1.50,1000000,1,19019005,1.5052,12.635,0.0,0,0,0,0,0.0057,0.0101,0,150268,1.2650,0.0606,122281625,1.5,1783445601
mutex,throughput,4,4,2,1024,none,1.50,1000000,1,22098728,1.5044,14.690,0.0,0,0,0,0,0.0408,0.0546,0,372882,0.0000,0.0000,116095333,1.8,1783445603
moody,throughput,4,4,2,1024,none,1.50,1000000,1,12311681,1.5052,8.179,0.0,0,0,0,0,0.1025,0.0491,0,5098,0.0000,0.0000,125986125,1.6,1783445605
ms,throughput,4,4,4,1024,none,1.50,1000000,1,10885954,2.0314,5.359,0.0,0,0,0,0,0.1455,0.0348,0,8280,0.8538,0.3325,122788708,178.0,1783445608
vyukov,throughput,4,4,4,1024,none,1.50,1000000,1,2378620,1.5053,1.580,0.0,0,0,0,0,0.1513,0.1086,0,78637,0.7742,1.7598,122305500,1.8,1783445610
vyukov-b,throughput,4,4,4,1024,none,1.50,1000000,1,2162201,1.5128,1.429,0.0,0,0,0,0,0.1278,0.1160,0,49285,0.6749,1.6445,124762583,1.8,1783445612
faa,throughput,4,4,4,1024,none,1.50,1000000,1,45337118,1.5031,30.162,0.0,0,0,0,0,0.0065,0.0074,0,948585,0.0000,0.0558,125206500,1.8,1783445614
casticket,throughput,4,4,4,1024,none,1.50,1000000,1,27204073,1.5058,18.066,0.0,0,0,0,0,0.0102,0.0113,0,575584,0.6436,0.0799,124385500,1.8,1783445616
mutex,throughput,4,4,4,1024,none,1.50,1000000,1,21895822,1.5054,14.545,0.0,0,0,0,0,0.0869,0.0947,0,373360,0.0000,0.0000,121928583,2.0,1783445617
moody,throughput,4,4,4,1024,none,1.50,1000000,1,11599660,1.5164,7.649,0.0,0,0,0,0,0.1812,0.1299,0,5871,0.0000,0.0000,120052625,1.9,1783445619
ms,throughput,4,4,4,64,none,1.50,1000000,1,11732518,2.1358,5.493,0.0,0,0,0,0,0.2062,0.0566,0,11705,0.7683,0.2836,128165083,212.1,1783445622
vyukov,throughput,4,4,4,64,none,1.50,1000000,1,1737125,1.5061,1.153,0.0,0,0,0,0,0.1565,0.1549,0,45627,0.8429,1.8340,121706125,1.8,1783445624
vyukov-b,throughput,4,4,4,64,none,1.50,1000000,1,1671733,1.5161,1.103,0.0,0,0,0,0,0.2778,0.1301,0,73401,0.7973,1.7803,117954375,1.8,1783445626
faa,throughput,4,4,4,64,none,1.50,1000000,1,3788816,1.5057,2.516,0.0,0,0,0,0,0.0020,0.0021,0,1388897,0.0000,0.8438,123198750,1.7,1783445628
casticket,throughput,4,4,4,64,none,1.50,1000000,1,3845198,1.5056,2.554,0.0,0,0,0,0,0.0017,0.0016,0,1400452,0.0041,0.8382,118800333,1.7,1783445630
mutex,throughput,4,4,4,64,none,1.50,1000000,1,6908032,1.5026,4.597,0.0,0,0,0,0,0.0637,0.0156,0,517291,0.0000,0.0000,126471583,1.9,1783445632
ms,throughput,4,4,4,8192,none,1.50,1000000,1,11955909,2.1954,5.446,0.0,0,0,0,0,0.1420,0.0331,0,17800,0.7418,0.2769,122131750,253.5,1783445755
vyukov,throughput,4,4,4,8192,none,1.50,1000000,1,4427367,1.5023,2.947,0.0,0,0,0,0,0.1553,0.1641,0,54621,0.6356,1.6230,122227208,1.9,1783445757
vyukov-b,throughput,4,4,4,8192,none,1.50,1000000,1,5157076,1.5154,3.403,0.0,0,0,0,0,0.1110,0.1581,0,82570,0.6140,1.6989,110544042,1.9,1783445759
faa,throughput,4,4,4,8192,none,1.50,1000000,1,31369675,1.5044,20.852,0.0,0,0,0,0,0.0421,0.0464,0,99661,0.0000,0.0674,120063625,1.8,1783445761
casticket,throughput,4,4,4,8192,none,1.50,1000000,1,31980244,1.5050,21.249,0.0,0,0,0,0,0.0300,0.0224,0,105977,0.7681,0.0460,121790292,1.9,1783445763
mutex,throughput,4,4,4,8192,none,1.50,1000000,1,25180888,1.5026,16.758,0.0,0,0,0,0,0.1220,0.0749,0,320959,0.0000,0.0000,122093250,2.3,1783445764
moody,throughput,4,4,4,8192,none,1.50,1000000,1,12949250,1.5121,8.563,0.0,0,0,0,0,0.5137,0.1410,0,16520,0.0000,0.0000,120032500,2.0,1783445766
ms,throughput,1,1,1,1024,none,1.50,1000000,1,27785499,2.4154,11.503,0.0,0,0,0,0,0.0000,0.0000,0,1503,0.0000,0.0000,124045833,430.4,1783445769
vyukov,throughput,1,1,1,1024,none,1.50,1000000,1,175273477,1.5051,116.454,0.0,0,0,0,0,0.0000,0.0000,0,2846,0.0000,0.0000,115037583,1.2,1783445771
vyukov-b,throughput,1,1,1,1024,none,1.50,1000000,1,159408213,1.5051,105.913,0.0,0,0,0,0,0.0000,0.0000,0,11727,0.0000,0.0000,105640833,1.2,1783445773
faa,throughput,1,1,1,1024,none,1.50,1000000,1,189485629,1.5051,125.899,0.0,0,0,0,0,0.0000,0.0000,0,64,0.0000,0.0000,117286083,1.2,1783445775
casticket,throughput,1,1,1,1024,none,1.50,1000000,1,118296020,1.5051,78.597,0.0,0,0,0,0,0.0000,0.0000,0,16,0.0000,0.0000,121705750,1.3,1783445777
mutex,throughput,1,1,1,1024,none,1.50,1000000,1,51379557,1.5051,34.137,0.0,0,0,0,0,0.0000,0.0000,0,682071,0.0000,0.0000,118167834,1.4,1783445779
moody,throughput,1,1,1,1024,none,1.50,1000000,1,38938991,1.5051,25.872,0.0,0,0,0,0,0.0000,0.0000,0,471,0.0000,0.0000,119040459,1.2,1783445781
spsc,throughput,1,1,1,1024,none,1.50,1000000,1,545091148,1.5051,362.171,0.0,0,0,0,0,0.0000,0.0000,0,2623,0.0000,0.0000,129486166,1.2,1783445783
ms,throughput,2,2,1,1024,none,1.50,1000000,1,29780191,1.8036,16.511,0.0,0,0,0,0,0.0446,0.0025,0,10215,0.2180,0.0792,123761792,218.8,1783445785
vyukov,throughput,2,2,1,1024,none,1.50,1000000,1,35052265,1.5063,23.271,0.0,0,0,0,0,0.0065,0.0134,0,4605,0.6579,0.3938,120307375,1.3,1783445787
vyukov-b,throughput,2,2,1,1024,none,1.50,1000000,1,35395297,1.5048,23.521,0.0,0,0,0,0,0.0146,0.0010,0,10839,0.5828,0.3765,123976042,1.4,1783445789
faa,throughput,2,2,1,1024,none,1.50,1000000,1,37710035,1.5024,25.100,0.0,0,0,0,0,0.0002,0.0004,0,15301,0.0000,0.0023,124636750,1.3,1783445791
casticket,throughput,2,2,1,1024,none,1.50,1000000,1,39165213,1.5051,26.021,0.0,0,0,0,0,0.0098,0.0044,0,16002,0.8828,0.0016,125203792,1.3,1783445793
mutex,throughput,2,2,1,1024,none,1.50,1000000,1,34153540,1.5051,22.692,0.0,0,0,0,0,0.0035,0.0164,0,992226,0.0000,0.0000,118362500,1.5,1783445795
moody,throughput,2,2,1,1024,none,1.50,1000000,1,18297312,1.5051,12.157,0.0,0,0,0,0,0.0137,0.0008,0,2296,0.0000,0.0000,118767000,1.2,1783445797
ms,throughput,4,4,1,1024,all-int,1.50,1000000,1,8526616,1.5053,5.665,0.0,0,0,0,0,0.0936,0.0333,0,21894,1.3074,0.4754,117638000,11.6,1783445799
vyukov,throughput,4,4,1,1024,all-int,1.50,1000000,1,12545904,1.5051,8.335,0.0,0,0,0,0,0.0122,0.0145,0,21869,0.6730,1.5471,121825750,1.3,1783445801
vyukov-b,throughput,4,4,1,1024,all-int,1.50,1000000,1,13237771,1.5052,8.795,0.0,0,0,0,0,0.0093,0.0109,0,11544,0.6073,1.5012,121844292,1.4,1783445803
faa,throughput,4,4,1,1024,all-int,1.50,1000000,1,24764305,1.5057,16.447,0.0,0,0,0,0,0.0021,0.0015,0,14642,0.0000,0.0127,124450250,1.4,1783445805
casticket,throughput,4,4,1,1024,all-int,1.50,1000000,1,28259810,1.5036,18.795,0.0,0,0,0,0,0.0331,0.0107,0,26687,0.9525,0.0148,118236458,1.3,1783445806
mutex,throughput,4,4,1,1024,all-int,1.50,1000000,1,28654237,1.5051,19.038,0.0,0,0,0,0,0.0024,0.0075,0,634777,0.0000,0.0000,122489375,1.6,1783445808
moody,throughput,4,4,1,1024,all-int,1.50,1000000,1,11600992,1.5052,7.707,0.0,0,0,0,0,0.0942,0.0224,0,5619,0.0000,0.0000,122476750,1.4,1783445810
ms,throughput,4,4,1,1024,all-bg,1.50,1000000,1,6317260,2.1316,2.964,0.0,0,0,0,0,0.0171,0.3650,0,8917,0.3252,0.0829,122356292,113.7,1783445813
vyukov,throughput,4,4,1,1024,all-bg,1.50,1000000,1,1229291,1.5054,0.817,0.0,0,0,0,0,0.1765,0.1322,0,6395,0.2913,0.2772,120252959,1.3,1783445815
vyukov-b,throughput,4,4,1,1024,all-bg,1.50,1000000,1,803624,1.5052,0.534,0.0,0,0,0,0,0.1260,0.1393,0,6748,0.4816,0.6328,118513917,1.3,1783445817
faa,throughput,4,4,1,1024,all-bg,1.50,1000000,1,23564551,1.5053,15.655,0.0,0,0,0,0,0.0020,0.0059,0,121674,0.0000,0.0050,121027875,1.3,1783445819
casticket,throughput,4,4,1,1024,all-bg,1.50,1000000,1,18150581,1.5053,12.058,0.0,0,0,0,0,0.0093,0.0108,0,79612,0.5732,0.0043,122742500,1.4,1783445821
mutex,throughput,4,4,1,1024,all-bg,1.50,1000000,1,5432082,1.5053,3.609,0.0,0,0,0,0,0.0122,0.0257,0,238647,0.0000,0.0000,122165292,1.4,1783445823
moody,throughput,4,4,1,1024,all-bg,1.50,1000000,1,4086306,1.5053,2.715,0.0,0,0,0,0,0.0394,0.0741,0,7843,0.0000,0.0000,119001416,1.4,1783445825
ms,latency,4,4,1,1024,none,1.50,1000000,1,1500000,1.5000,1.000,1975.0,500,13334,365834,1673709,0.0000,0.0431,0,82556,1.5249,0.0004,124117625,24.6,1783445827
vyukov,latency,4,4,1,1024,none,1.50,1000000,1,1500000,1.5000,1.000,705.1,416,3416,54916,853833,0.0000,0.0266,0,86086,1.7183,0.0217,124221500,24.2,1783445828
vyukov-b,latency,4,4,1,1024,none,1.50,1000000,1,1500000,1.5000,1.000,880.9,417,3917,122917,716167,0.0000,0.0559,0,69697,1.7794,0.0263,121463292,24.2,1783445830
faa,latency,4,4,1,1024,none,1.50,1000000,1,1500000,1.5000,1.000,14210.1,375,454750,1066375,2783375,0.0000,0.0098,0,164635,0.0000,1.9914,107111208,24.2,1783445832
casticket,latency,4,4,1,1024,none,1.50,1000000,1,1500000,1.5000,1.000,217346.1,375,8072917,13609042,16328542,0.0000,0.0156,0,232616,0.0655,1.7293,121019500,24.2,1783445834
mutex,latency,4,4,1,1024,none,1.50,1000000,1,1500000,1.5000,1.000,6196.1,1750,52958,455417,1085833,0.0000,0.0035,0,623673,0.0000,0.0000,123962042,24.2,1783445836
moody,latency,4,4,1,1024,none,1.50,1000000,1,1500000,1.5000,1.000,947.0,458,3291,120375,1935041,0.0000,0.0186,0,73066,0.0000,0.0000,125425542,24.3,1783445838
ms,latency,4,4,4,1024,none,1.50,1000000,1,1500000,1.5000,1.000,9392697.8,7641083,31153125,39578125,51942833,0.0000,0.1821,0,47922,0.8744,0.0472,125140458,31.2,1783445840
vyukov,latency,4,4,4,1024,none,1.50,1000000,1,1499996,1.5000,1.000,6195897.3,1604792,56885917,95919000,110346292,0.0000,0.2572,0,180289,1.0542,0.9627,118418500,24.2,1783445842
vyukov-b,latency,4,4,4,1024,none,1.50,1000000,1,1500000,1.5000,1.000,5307828.8,1545834,43597084,85445792,109168750,0.0000,0.1139,0,186564,1.0092,0.8553,115660625,24.2,1783445844
faa,latency,4,4,4,1024,none,1.50,1000000,1,1500000,1.5000,1.000,1540223.6,865708,8770333,12592583,17694833,0.0000,0.1018,0,81773,0.0000,0.5947,120210291,24.2,1783445846
casticket,latency,4,4,4,1024,none,1.50,1000000,1,1500000,1.5000,1.000,1646698.5,908750,9812542,14507333,20009500,0.0000,0.0902,0,90597,0.6247,0.5556,120691958,24.3,1783445848
mutex,latency,4,4,4,1024,none,1.50,1000000,1,1500000,1.5000,1.000,6771793.2,1467500,48068958,71514083,88545917,0.0000,0.0534,0,382799,0.0000,0.0000,124846916,24.5,1783445850
moody,latency,4,4,4,1024,none,1.50,1000000,1,1484475,1.5000,0.990,8552825.3,1437709,70218750,103123125,111117792,0.0000,0.2813,0,137787,0.0000,0.0000,119500833,24.1,1783445852
ms,throughput,4,4,1,1024,none,1.50,1000000,2,8264226,1.5039,5.495,0.0,0,0,0,0,0.0966,0.0171,0,21700,1.3708,0.4780,124668125,12.8,1783445856
vyukov,throughput,4,4,1,1024,none,1.50,1000000,2,12467791,1.5018,8.302,0.0,0,0,0,0,0.0127,0.0296,0,9525,0.6719,1.5866,118361958,1.3,1783445858
vyukov-b,throughput,4,4,1,1024,none,1.50,1000000,2,12381329,1.5051,8.226,0.0,0,0,0,0,0.0216,0.0117,0,138919,0.6026,1.1516,124170458,1.4,1783445860
faa,throughput,4,4,1,1024,none,1.50,1000000,2,24868942,1.5051,16.523,0.0,0,0,0,0,0.0024,0.0024,0,17401,0.0000,0.0138,122796709,1.4,1783445862
casticket,throughput,4,4,1,1024,none,1.50,1000000,2,17161820,1.5036,11.414,0.0,0,0,0,0,0.0127,0.0045,0,45300,0.8805,0.1973,117104667,1.3,1783445864
mutex,throughput,4,4,1,1024,none,1.50,1000000,2,28542082,1.5052,18.963,0.0,0,0,0,0,0.0040,0.0054,0,617493,0.0000,0.0000,134323792,1.6,1783445866
moody,throughput,4,4,1,1024,none,1.50,1000000,2,12527232,1.5090,8.301,0.0,0,0,0,0,0.0906,0.0099,0,8080,0.0000,0.0000,123798791,1.4,1783445868
ms,throughput,4,4,2,1024,none,1.50,1000000,2,11468013,2.1089,5.438,0.0,0,0,0,0,0.0669,0.0395,0,14661,0.7460,0.2847,122326542,170.2,1783445871
vyukov,throughput,4,4,2,1024,none,1.50,1000000,2,1780987,1.5062,1.182,0.0,0,0,0,0,0.1048,0.0701,0,41181,0.6754,1.9909,122345458,1.6,1783445873
vyukov-b,throughput,4,4,2,1024,none,1.50,1000000,2,1560678,1.5052,1.037,0.0,0,0,0,0,0.1155,0.0946,0,57289,0.6909,1.7699,123184250,1.5,1783445874
faa,throughput,4,4,2,1024,none,1.50,1000000,2,46563805,1.5052,30.936,0.0,0,0,0,0,0.0057,0.0062,0,398998,0.0000,0.0232,121157583,1.5,1783445876
casticket,throughput,4,4,2,1024,none,1.50,1000000,2,18653644,1.5048,12.396,0.0,0,0,0,0,0.0058,0.0123,0,197949,1.2304,0.0402,116477125,1.4,1783445878
mutex,throughput,4,4,2,1024,none,1.50,1000000,2,21085009,1.5051,14.009,0.0,0,0,0,0,0.0300,0.0200,0,448839,0.0000,0.0000,124504208,1.8,1783445880
moody,throughput,4,4,2,1024,none,1.50,1000000,2,11808830,1.5052,7.845,0.0,0,0,0,0,0.0800,0.1807,0,14266,0.0000,0.0000,126023209,1.6,1783445882
ms,throughput,4,4,4,1024,none,1.50,1000000,2,10908283,1.9890,5.484,0.0,0,0,0,0,0.1695,0.0598,0,11662,0.8212,0.3123,125356209,194.2,1783445885
vyukov,throughput,4,4,4,1024,none,1.50,1000000,2,2792322,1.5054,1.855,0.0,0,0,0,0,0.1641,0.0922,0,91106,0.7288,1.6141,125332292,1.8,1783445887
vyukov-b,throughput,4,4,4,1024,none,1.50,1000000,2,2860136,1.5109,1.893,0.0,0,0,0,0,0.1487,0.1271,0,64686,0.7209,1.6384,124508750,1.9,1783445889
faa,throughput,4,4,4,1024,none,1.50,1000000,2,45395627,1.5045,30.173,0.0,0,0,0,0,0.0117,0.0082,0,891313,0.0000,0.0572,125490292,1.7,1783445891
casticket,throughput,4,4,4,1024,none,1.50,1000000,2,27601522,1.5053,18.336,0.0,0,0,0,0,0.0118,0.0113,0,600354,0.6153,0.0770,124357834,1.8,1783445892
mutex,throughput,4,4,4,1024,none,1.50,1000000,2,22452724,1.5052,14.917,0.0,0,0,0,0,0.0990,0.1329,0,373353,0.0000,0.0000,124713208,2.0,1783445894
moody,throughput,4,4,4,1024,none,1.50,1000000,2,11745537,1.5053,7.803,0.0,0,0,0,0,0.1292,0.0697,0,9329,0.0000,0.0000,126897791,1.9,1783445896
ms,throughput,4,4,4,64,none,1.50,1000000,2,10809594,1.9326,5.593,0.0,0,0,0,0,0.1431,0.0446,0,12494,0.8475,0.3296,123353500,195.1,1783445899
vyukov,throughput,4,4,4,64,none,1.50,1000000,2,1586585,1.5095,1.051,0.0,0,0,0,0,0.1733,0.0994,0,38026,0.8907,1.8409,119863667,1.8,1783445901
vyukov-b,throughput,4,4,4,64,none,1.50,1000000,2,1713475,1.5053,1.138,0.0,0,0,0,0,0.2024,0.1032,0,57066,0.8188,1.7202,129161834,1.8,1783445903
