queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,calib_ns,unix_time
mutex,throughput,7,1,1,1024,none,2.00,1000000,2,14423984,2.0019,7.205,0.0,0,0,0,0,0.0079,124496459,1783189897
moody,throughput,7,1,1,1024,none,2.00,1000000,2,13561383,2.0051,6.763,0.0,0,0,0,0,0.3445,126249791,1783189900
ms,throughput,2,6,1,1024,none,2.00,1000000,2,35056669,5.4040,6.487,0.0,0,0,0,0,0.0095,121099875,1783189906
vyukov,throughput,2,6,1,1024,none,2.00,1000000,2,14048070,2.0020,7.017,0.0,0,0,0,0,0.0012,122431875,1783189908
faa,throughput,2,6,1,1024,none,2.00,1000000,2,31000962,2.0051,15.461,0.0,0,0,0,0,0.0012,121170958,1783189910
mutex,throughput,2,6,1,1024,none,2.00,1000000,2,33780224,2.0051,16.847,0.0,0,0,0,0,0.0016,122787959,1783189913
moody,throughput,2,6,1,1024,none,2.00,1000000,2,17526472,2.0052,8.741,0.0,0,0,0,0,0.0162,119788959,1783189915
ms,throughput,6,2,1,1024,none,2.00,1000000,2,12555429,2.0034,6.267,0.0,0,0,0,0,0.0603,120270958,1783189918
vyukov,throughput,6,2,1,1024,none,2.00,1000000,2,10592777,2.0051,5.283,0.0,0,0,0,0,0.0086,115989750,1783189920
faa,throughput,6,2,1,1024,none,2.00,1000000,2,31910791,2.0051,15.915,0.0,0,0,0,0,0.0028,124270875,1783189923
mutex,throughput,6,2,1,1024,none,2.00,1000000,2,26564062,2.0051,13.248,0.0,0,0,0,0,0.0052,119083500,1783189925
moody,throughput,6,2,1,1024,none,2.00,1000000,2,17544975,2.0079,8.738,0.0,0,0,0,0,0.1944,123965708,1783189928
ms,throughput,4,4,2,1024,none,2.00,1000000,2,17685164,3.0654,5.769,0.0,0,0,0,0,0.1348,125184167,1783189931
vyukov,throughput,4,4,2,1024,none,2.00,1000000,2,3504101,2.0052,1.748,0.0,0,0,0,0,0.0797,119052167,1783189933
faa,throughput,4,4,2,1024,none,2.00,1000000,2,54757431,2.0049,27.311,0.0,0,0,0,0,0.0075,121201917,1783189936
mutex,throughput,4,4,2,1024,none,2.00,1000000,2,29437822,2.0024,14.701,0.0,0,0,0,0,0.0510,127404125,1783189938
moody,throughput,4,4,2,1024,none,2.00,1000000,2,16115107,2.0052,8.037,0.0,0,0,0,0,0.0985,119398292,1783189941
ms,throughput,4,4,4,1024,none,2.00,1000000,2,18106432,3.2459,5.578,0.0,0,0,0,0,0.1570,122300500,1783189945
vyukov,throughput,4,4,4,1024,none,2.00,1000000,2,2806188,2.0179,1.391,0.0,0,0,0,0,0.1278,123749541,1783189947
faa,throughput,4,4,4,1024,none,2.00,1000000,2,64429585,2.0041,32.149,0.0,0,0,0,0,0.0059,119133458,1783189949
mutex,throughput,4,4,4,1024,none,2.00,1000000,2,29663182,2.0028,14.811,0.0,0,0,0,0,0.1040,122380834,1783189952
moody,throughput,4,4,4,1024,none,2.00,1000000,2,16223817,2.0184,8.038,0.0,0,0,0,0,0.1213,124157458,1783189954
ms,throughput,4,4,1,1024,all-int,2.00,1000000,2,16424510,2.1938,7.487,0.0,0,0,0,0,0.1172,124197250,1783189957
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,2,17143908,2.0052,8.550,0.0,0,0,0,0,0.0492,119264375,1783189959
faa,throughput,4,4,1,1024,all-int,2.00,1000000,2,32249802,2.0051,16.084,0.0,0,0,0,0,0.0035,124954084,1783189962
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,2,39910422,2.0051,19.904,0.0,0,0,0,0,0.0036,124278375,1783189964
moody,throughput,4,4,1,1024,all-int,2.00,1000000,2,16770017,2.0051,8.364,0.0,0,0,0,0,0.0764,125994667,1783189967
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,2,8096584,2.8564,2.835,0.0,0,0,0,0,0.0266,122233375,1783189970
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,2,995247,2.0053,0.496,0.0,0,0,0,0,0.3094,125846125,1783189972
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,2,32181721,2.0070,16.035,0.0,0,0,0,0,0.0107,124404792,1783189975
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,2,5929189,2.0053,2.957,0.0,0,0,0,0,0.0368,124461208,1783189977
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,2,4441488,2.0054,2.215,0.0,0,0,0,0,0.0379,121535041,1783189980
ms,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,4102830,2.0052,2.046,0.0,0,0,0,0,0.0127,123710625,1783189982
vyukov,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,8711534,2.0052,4.345,0.0,0,0,0,0,0.0116,123942833,1783189985
faa,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,15876115,2.0052,7.918,0.0,0,0,0,0,0.0034,122170417,1783189987
mutex,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,14455318,2.0046,7.211,0.0,0,0,0,0,0.0040,121034625,1783189990
moody,throughput,4,4,1,1024,prod-bg,2.00,1000000,2,10241922,2.0052,5.108,0.0,0,0,0,0,0.0954,124783000,1783189992
ms,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,28766438,6.8021,4.229,0.0,0,0,0,0,0.0184,119027459,1783189999
vyukov,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,9791839,2.0052,4.883,0.0,0,0,0,0,0.0219,121070250,1783190002
faa,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,17723923,2.0107,8.815,0.0,0,0,0,0,0.0060,121574500,1783190004
mutex,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,22614928,2.0052,11.278,0.0,0,0,0,0,0.0072,124615000,1783190007
moody,throughput,4,4,1,1024,cons-bg,2.00,1000000,2,4081365,2.0051,2.035,0.0,0,0,0,0,0.2659,124056584,1783190009
ms,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,28423.4,166,12958,8025916,9892583,0.0000,117175958,1783190012
vyukov,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,27776.2,167,14834,7774125,9684667,0.0000,105361125,1783190014
faa,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,9234.8,83,2917,3977083,5926625,0.0000,124207542,1783190016
mutex,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,1250.5,208,7291,136250,879000,0.0000,124710041,1783190019
moody,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,263.2,167,417,19583,90708,0.0000,122418125,1783190021
spsc,latency,1,1,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,2125.3,167,1459,923375,2058000,0.0000,126190459,1783190024
ms,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,89498.8,500,2551458,9636333,11337542,0.0000,120598459,1783190026
vyukov,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,62278.8,417,1619958,6920500,7754833,0.0000,123351250,1783190029
faa,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,63866.0,333,1919708,6435250,8939750,0.0000,119633166,1783190031
mutex,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,56123.3,1917,1508250,4187958,5121208,0.0000,124631625,1783190034
moody,latency,4,4,1,1024,none,2.00,1000000,2,2000000,2.0000,1.000,43188.0,500,1283125,3960084,7463709,0.0000,125042750,1783190036
ms,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,11760739.4,8557375,39924625,83908041,115661958,0.0000,124662708,1783190039
vyukov,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,5274362.9,1614291,38246625,55502916,67022416,0.0000,123499709,1783190041
faa,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,1663207.5,938375,9046500,13980167,19548292,0.0000,123435166,1783190044
mutex,latency,4,4,4,1024,none,2.00,1000000,2,2000000,2.0000,1.000,5282652.4,1524042,40027333,67435208,79400333,0.0000,122403292,1783190046
moody,latency,4,4,4,1024,none,2.00,1000000,2,1994081,2.0000,0.997,7935011.7,1650417,61915792,91049709,105602709,0.0000,120419709,1783190049
ms,throughput,1,1,1,1024,none,2.00,1000000,3,38568132,3.2879,11.730,0.0,0,0,0,0,0.0000,122615250,1783190055
vyukov,throughput,1,1,1,1024,none,2.00,1000000,3,234231356,2.0026,116.962,0.0,0,0,0,0,0.0000,123971542,1783190057
faa,throughput,1,1,1,1024,none,2.00,1000000,3,267618389,2.0051,133.471,0.0,0,0,0,0,0.0000,124416250,1783190060
mutex,throughput,1,1,1,1024,none,2.00,1000000,3,64237533,2.0036,32.061,0.0,0,0,0,0,0.0000,123742125,1783190062
moody,throughput,1,1,1,1024,none,2.00,1000000,3,50509454,2.0051,25.191,0.0,0,0,0,0,0.0000,124600542,1783190065
spsc,throughput,1,1,1,1024,none,2.00,1000000,3,748233929,2.0051,373.175,0.0,0,0,0,0,0.0000,122122708,1783190067
ms,throughput,2,2,1,1024,none,2.00,1000000,3,42941104,2.5481,16.853,0.0,0,0,0,0,0.0908,120545125,1783190070
vyukov,throughput,2,2,1,1024,none,2.00,1000000,3,50727960,2.0051,25.299,0.0,0,0,0,0,0.0639,124018291,1783190072
faa,throughput,2,2,1,1024,none,2.00,1000000,3,53276123,2.0051,26.570,0.0,0,0,0,0,0.0004,120408834,1783190075
mutex,throughput,2,2,1,1024,none,2.00,1000000,3,47967518,2.0047,23.928,0.0,0,0,0,0,0.0002,120325083,1783190077
moody,throughput,2,2,1,1024,none,2.00,1000000,3,25623552,2.0051,12.779,0.0,0,0,0,0,0.0016,119356209,1783190080
ms,throughput,4,4,1,1024,none,2.00,1000000,3,15941952,2.1747,7.331,0.0,0,0,0,0,0.0401,122826458,1783190082
vyukov,throughput,4,4,1,1024,none,2.00,1000000,3,17586671,2.0051,8.771,0.0,0,0,0,0,0.0598,103379625,1783190085
faa,throughput,4,4,1,1024,none,2.00,1000000,3,32594576,2.0101,16.215,0.0,0,0,0,0,0.0019,122841167,1783190087
mutex,throughput,4,4,1,1024,none,2.00,1000000,3,40257796,2.0101,20.028,0.0,0,0,0,0,0.0120,122762291,1783190090
moody,throughput,4,4,1,1024,none,2.00,1000000,3,15636992,2.0171,7.752,0.0,0,0,0,0,0.0384,123897125,1783190092
ms,throughput,1,7,1,1024,none,2.00,1000000,3,49624379,8.8562,5.603,0.0,0,0,0,0,0.0000,121648042,1783190101
vyukov,throughput,1,7,1,1024,none,2.00,1000000,3,12167408,2.0103,6.053,0.0,0,0,0,0,0.0000,120157542,1783190104
faa,throughput,1,7,1,1024,none,2.00,1000000,3,38117317,2.0070,18.993,0.0,0,0,0,0,0.0000,126000166,1783190106
mutex,throughput,1,7,1,1024,none,2.00,1000000,3,24691582,2.0101,12.284,0.0,0,0,0,0,0.0000,125750000,1783190109
moody,throughput,1,7,1,1024,none,2.00,1000000,3,15097592,2.0045,7.532,0.0,0,0,0,0,0.0000,124265250,1783190111
ms,throughput,7,1,1,1024,none,2.00,1000000,3,11282974,2.0077,5.620,0.0,0,0,0,0,0.0449,123959250,1783190114
vyukov,throughput,7,1,1,1024,none,2.00,1000000,3,8097268,2.0102,4.028,0.0,0,0,0,0,0.0075,124215792,1783190116
faa,throughput,7,1,1,1024,none,2.00,1000000,3,37410608,2.0102,18.611,0.0,0,0,0,0,0.0026,125265208,1783190119
mutex,throughput,7,1,1,1024,none,2.00,1000000,3,14097931,2.0102,7.013,0.0,0,0,0,0,0.0098,120889416,1783190121
moody,throughput,7,1,1,1024,none,2.00,1000000,3,16403042,2.0101,8.160,0.0,0,0,0,0,0.0953,124113208,1783190123
ms,throughput,2,6,1,1024,none,2.00,1000000,3,33737414,5.5248,6.107,0.0,0,0,0,0,0.0868,119680667,1783190129
vyukov,throughput,2,6,1,1024,none,2.00,1000000,3,13848604,2.0102,6.889,0.0,0,0,0,0,0.0121,120801459,1783190132
faa,throughput,2,6,1,1024,none,2.00,1000000,3,31667233,2.0102,15.753,0.0,0,0,0,0,0.0014,121451958,1783190134
mutex,throughput,2,6,1,1024,none,2.00,1000000,3,33319422,2.0100,16.577,0.0,0,0,0,0,0.0008,122033042,1783190137
moody,throughput,2,6,1,1024,none,2.00,1000000,3,17484550,2.0101,8.698,0.0,0,0,0,0,0.0290,125113500,1783190139
ms,throughput,6,2,1,1024,none,2.00,1000000,3,13702069,2.0139,6.804,0.0,0,0,0,0,0.0841,125168667,1783190142
vyukov,throughput,6,2,1,1024,none,2.00,1000000,3,10260810,2.0024,5.124,0.0,0,0,0,0,0.0103,119486083,1783190144
faa,throughput,6,2,1,1024,none,2.00,1000000,3,31914935,2.0114,15.867,0.0,0,0,0,0,0.0034,124050208,1783190147
mutex,throughput,6,2,1,1024,none,2.00,1000000,3,26581438,2.0061,13.250,0.0,0,0,0,0,0.0079,118481083,1783190149
moody,throughput,6,2,1,1024,none,2.00,1000000,3,15687888,2.0101,7.804,0.0,0,0,0,0,0.2398,124612166,1783190152
ms,throughput,4,4,2,1024,none,2.00,1000000,3,19217272,3.2801,5.859,0.0,0,0,0,0,0.1280,122905958,1783190155
vyukov,throughput,4,4,2,1024,none,2.00,1000000,3,4128953,2.0112,2.053,0.0,0,0,0,0,0.0914,122032583,1783190158
faa,throughput,4,4,2,1024,none,2.00,1000000,3,43451097,2.0101,21.616,0.0,0,0,0,0,0.0041,123333834,1783190160
mutex,throughput,4,4,2,1024,none,2.00,1000000,3,30069090,2.0032,15.011,0.0,0,0,0,0,0.0534,123322209,1783190163
moody,throughput,4,4,2,1024,none,2.00,1000000,3,15943484,2.0103,7.931,0.0,0,0,0,0,0.0999,123763917,1783190165
ms,throughput,4,4,4,1024,none,2.00,1000000,3,18746083,3.5029,5.352,0.0,0,0,0,0,0.1829,123837875,1783190169
vyukov,throughput,4,4,4,1024,none,2.00,1000000,3,3150094,2.0177,1.561,0.0,0,0,0,0,0.1382,125633291,1783190171
faa,throughput,4,4,4,1024,none,2.00,1000000,3,63204540,2.0029,31.557,0.0,0,0,0,0,0.0083,122417959,1783190174
mutex,throughput,4,4,4,1024,none,2.00,1000000,3,29714941,2.0036,14.831,0.0,0,0,0,0,0.0419,122657375,1783190176
moody,throughput,4,4,4,1024,none,2.00,1000000,3,15494849,2.0198,7.672,0.0,0,0,0,0,0.1238,123094917,1783190179
ms,throughput,4,4,1,1024,all-int,2.00,1000000,3,15147339,2.1086,7.184,0.0,0,0,0,0,0.0625,125064750,1783190181
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,3,17379158,2.0098,8.647,0.0,0,0,0,0,0.0183,122714042,1783190184
faa,throughput,4,4,1,1024,all-int,2.00,1000000,3,32209162,2.0093,16.030,0.0,0,0,0,0,0.0029,123485750,1783190186
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,3,39592959,2.0101,19.697,0.0,0,0,0,0,0.0091,123116584,1783190189
moody,throughput,4,4,1,1024,all-int,2.00,1000000,3,16398879,2.0147,8.140,0.0,0,0,0,0,0.0501,125554000,1783190191
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,3,7821516,2.8378,2.756,0.0,0,0,0,0,0.0431,121094125,1783190194
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,3,1581510,2.0102,0.787,0.0,0,0,0,0,0.3804,121528333,1783190197
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,3,30659387,2.0104,15.250,0.0,0,0,0,0,0.0020,123238584,1783190199
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,3,4703617,2.0112,2.339,0.0,0,0,0,0,0.0097,122492584,1783190202
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,3,3992610,2.0103,1.986,0.0,0,0,0,0,0.0706,118322375,1783190204
ms,throughput,4,4,1,1024,prod-bg,2.00,1000000,3,4257540,2.0102,2.118,0.0,0,0,0,0,0.0130,119147042,1783190207
vyukov,throughput,4,4,1,1024,prod-bg,2.00,1000000,3,8861890,2.0102,4.409,0.0,0,0,0,0,0.0183,123611459,1783190209
faa,throughput,4,4,1,1024,prod-bg,2.00,1000000,3,16304183,2.0110,8.108,0.0,0,0,0,0,0.0028,119988750,1783190212
mutex,throughput,4,4,1,1024,prod-bg,2.00,1000000,3,19627578,2.0101,9.765,0.0,0,0,0,0,0.0032,123739083,1783190214
moody,throughput,4,4,1,1024,prod-bg,2.00,1000000,3,9194178,2.0122,4.569,0.0,0,0,0,0,0.0820,121271000,1783190217
ms,throughput,4,4,1,1024,cons-bg,2.00,1000000,3,29085905,6.7854,4.287,0.0,0,0,0,0,0.0395,123522000,1783190224
vyukov,throughput,4,4,1,1024,cons-bg,2.00,1000000,3,9991435,2.0102,4.970,0.0,0,0,0,0,0.0113,121441125,1783190226
faa,throughput,4,4,1,1024,cons-bg,2.00,1000000,3,18200344,2.0102,9.054,0.0,0,0,0,0,0.0023,123882542,1783190229
mutex,throughput,4,4,1,1024,cons-bg,2.00,1000000,3,22329189,2.0102,11.108,0.0,0,0,0,0,0.0062,117464875,1783190231
moody,throughput,4,4,1,1024,cons-bg,2.00,1000000,3,3892150,2.0102,1.936,0.0,0,0,0,0,0.1013,123071583,1783190234
ms,latency,1,1,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,335.5,166,2416,24458,124416,0.0000,122768125,1783190236
vyukov,latency,1,1,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,225.7,166,375,18958,76000,0.0000,123078667,1783190239
faa,latency,1,1,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,1642.3,83,1583,444833,2296458,0.0000,123768750,1783190241
mutex,latency,1,1,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,773.0,208,6792,25375,118167,0.0000,124959333,1783190243
moody,latency,1,1,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,284.5,209,459,19709,80875,0.0000,119005500,1783190246
spsc,latency,1,1,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,1953.1,166,625,677083,2455500,0.0000,125398292,1783190248
ms,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,148641.9,500,4194875,11785292,13624125,0.0000,121200458,1783190251
vyukov,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,180001.3,417,6100292,9739375,11221250,0.0000,122841083,1783190253
faa,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,79403.0,334,2347292,7858125,10008542,0.0000,119714500,1783190256
mutex,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,156040.4,1958,4453916,9801333,11428750,0.0000,123969583,1783190258
moody,latency,4,4,1,1024,none,2.00,1000000,3,2000000,2.0000,1.000,120777.8,500,4478958,9443375,11019833,0.0000,126056500,1783190261
ms,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,10315685.6,7704333,36902042,46852708,53561208,0.0000,123903083,1783190263
vyukov,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,5411236.0,1607583,40645833,60131583,71447333,0.0000,122772375,1783190266
faa,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,1735482.8,956292,10071458,14754417,21527167,0.0000,123697917,1783190268
mutex,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,7543196.5,1743792,60245625,82105500,92927250,0.0000,119844083,1783190271
moody,latency,4,4,4,1024,none,2.00,1000000,3,2000000,2.0000,1.000,14417576.5,2514959,114132209,153749167,175117000,0.0000,122744958,1783190274
ms,throughput,1,1,1,1024,none,2.00,1000000,4,23301988,2.3832,9.777,0.0,0,0,0,0,0.0000,116043375,1783190278
vyukov,throughput,1,1,1,1024,none,2.00,1000000,4,236220189,2.0101,117.519,0.0,0,0,0,0,0.0000,119175542,1783190281
faa,throughput,1,1,1,1024,none,2.00,1000000,4,253010309,2.0101,125.872,0.0,0,0,0,0,0.0000,110530125,1783190283
mutex,throughput,1,1,1,1024,none,2.00,1000000,4,65123178,2.0094,32.409,0.0,0,0,0,0,0.0000,124620333,1783190286
moody,throughput,1,1,1,1024,none,2.00,1000000,4,52102795,2.0101,25.921,0.0,0,0,0,0,0.0000,119281958,1783190288
spsc,throughput,1,1,1,1024,none,2.00,1000000,4,747405051,2.0101,371.831,0.0,0,0,0,0,0.0000,124626083,1783190291
ms,throughput,2,2,1,1024,none,2.00,1000000,4,42482461,2.5490,16.666,0.0,0,0,0,0,0.0881,120957083,1783190294
vyukov,throughput,2,2,1,1024,none,2.00,1000000,4,51056916,2.0101,25.400,0.0,0,0,0,0,0.0599,115585875,1783190296
faa,throughput,2,2,1,1024,none,2.00,1000000,4,53529767,2.0101,26.630,0.0,0,0,0,0,0.0008,119637875,1783190299
mutex,throughput,2,2,1,1024,none,2.00,1000000,4,46792074,2.0101,23.278,0.0,0,0,0,0,0.0122,120902750,1783190301
moody,throughput,2,2,1,1024,none,2.00,1000000,4,25192682,2.0101,12.533,0.0,0,0,0,0,0.0032,124920416,1783190303
ms,throughput,4,4,1,1024,none,2.00,1000000,4,15634209,2.1424,7.297,0.0,0,0,0,0,0.0715,125823917,1783190306
vyukov,throughput,4,4,1,1024,none,2.00,1000000,4,17312085,2.0101,8.612,0.0,0,0,0,0,0.0981,124835041,1783190308
faa,throughput,4,4,1,1024,none,2.00,1000000,4,31833762,2.0073,15.859,0.0,0,0,0,0,0.0018,122262500,1783190311
mutex,throughput,4,4,1,1024,none,2.00,1000000,4,40028626,2.0101,19.914,0.0,0,0,0,0,0.0076,124621542,1783190313
moody,throughput,4,4,1,1024,none,2.00,1000000,4,16061504,2.0101,7.990,0.0,0,0,0,0,0.0666,125824542,1783190316
ms,throughput,1,7,1,1024,none,2.00,1000000,4,48680721,8.3020,5.864,0.0,0,0,0,0,0.0000,123479958,1783190325
vyukov,throughput,1,7,1,1024,none,2.00,1000000,4,12309970,2.0102,6.124,0.0,0,0,0,0,0.0000,121026333,1783190327
faa,throughput,1,7,1,1024,none,2.00,1000000,4,38972117,2.0101,19.388,0.0,0,0,0,0,0.0000,125444833,1783190330
mutex,throughput,1,7,1,1024,none,2.00,1000000,4,24763243,2.0101,12.320,0.0,0,0,0,0,0.0000,123233000,1783190332
moody,throughput,1,7,1,1024,none,2.00,1000000,4,15215973,2.0102,7.570,0.0,0,0,0,0,0.0000,129504125,1783190334
ms,throughput,7,1,1,1024,none,2.00,1000000,4,11535157,2.0131,5.730,0.0,0,0,0,0,0.0492,122787166,1783190337
vyukov,throughput,7,1,1,1024,none,2.00,1000000,4,7650378,2.0102,3.806,0.0,0,0,0,0,0.0033,124943958,1783190339
faa,throughput,7,1,1,1024,none,2.00,1000000,4,38240938,2.0101,19.024,0.0,0,0,0,0,0.0016,123705875,1783190342
mutex,throughput,7,1,1,1024,none,2.00,1000000,4,14341324,2.0015,7.165,0.0,0,0,0,0,0.0101,134696375,1783190344
moody,throughput,7,1,1,1024,none,2.00,1000000,4,15619008,2.0102,7.770,0.0,0,0,0,0,0.2576,120976834,1783190347
ms,throughput,2,6,1,1024,none,2.00,1000000,4,33861108,5.2746,6.420,0.0,0,0,0,0,0.0737,122041750,1783190352
vyukov,throughput,2,6,1,1024,none,2.00,1000000,4,13240139,2.0090,6.590,0.0,0,0,0,0,0.0015,121604875,1783190355
faa,throughput,2,6,1,1024,none,2.00,1000000,4,31636659,2.0101,15.739,0.0,0,0,0,0,0.0022,120540292,1783190357
mutex,throughput,2,6,1,1024,none,2.00,1000000,4,33729363,2.0100,16.781,0.0,0,0,0,0,0.0039,131067583,1783190360
moody,throughput,2,6,1,1024,none,2.00,1000000,4,17417561,2.0101,8.665,0.0,0,0,0,0,0.0116,123999583,1783190362
ms,throughput,6,2,1,1024,none,2.00,1000000,4,11830943,2.0102,5.885,0.0,0,0,0,0,0.0250,122692000,1783190365
vyukov,throughput,6,2,1,1024,none,2.00,1000000,4,10750125,2.0107,5.346,0.0,0,0,0,0,0.0075,121062042,1783190367
faa,throughput,6,2,1,1024,none,2.00,1000000,4,32353453,2.0101,16.095,0.0,0,0,0,0,0.0018,123948250,1783190370
mutex,throughput,6,2,1,1024,none,2.00,1000000,4,26540508,2.0102,13.203,0.0,0,0,0,0,0.0067,122699125,1783190372
moody,throughput,6,2,1,1024,none,2.00,1000000,4,14483425,2.0102,7.205,0.0,0,0,0,0,0.1523,122836750,1783190374
ms,throughput,4,4,2,1024,none,2.00,1000000,4,18486189,3.2612,5.669,0.0,0,0,0,0,0.1389,121700375,1783190378
vyukov,throughput,4,4,2,1024,none,2.00,1000000,4,3644317,2.0103,1.813,0.0,0,0,0,0,0.0181,124208208,1783190381
faa,throughput,4,4,2,1024,none,2.00,1000000,4,44283961,2.0104,22.028,0.0,0,0,0,0,0.0035,125038791,1783190383
mutex,throughput,4,4,2,1024,none,2.00,1000000,4,29691884,2.0042,14.815,0.0,0,0,0,0,0.0519,123543666,1783190386
moody,throughput,4,4,2,1024,none,2.00,1000000,4,16013827,2.0103,7.966,0.0,0,0,0,0,0.0988,123594708,1783190388
ms,throughput,4,4,4,1024,none,2.00,1000000,4,17143390,3.1154,5.503,0.0,0,0,0,0,0.1420,122550333,1783190392
vyukov,throughput,4,4,4,1024,none,2.00,1000000,4,2981620,2.0104,1.483,0.0,0,0,0,0,0.1556,124734875,1783190394
faa,throughput,4,4,4,1024,none,2.00,1000000,4,61783003,2.0094,30.748,0.0,0,0,0,0,0.0090,123467500,1783190397
mutex,throughput,4,4,4,1024,none,2.00,1000000,4,24413683,2.0026,12.191,0.0,0,0,0,0,0.1303,122606334,1783190399
moody,throughput,4,4,4,1024,none,2.00,1000000,4,16103587,2.0071,8.023,0.0,0,0,0,0,0.1435,124887750,1783190401
ms,throughput,4,4,1,1024,all-int,2.00,1000000,4,14962803,2.0722,7.221,0.0,0,0,0,0,0.0620,126873834,1783190404
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,4,17196842,2.0063,8.571,0.0,0,0,0,0,0.0681,125145541,1783190406
faa,throughput,4,4,1,1024,all-int,2.00,1000000,4,32780111,2.0101,16.308,0.0,0,0,0,0,0.0013,123717291,1783190409
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,4,40100863,2.0101,19.949,0.0,0,0,0,0,0.0075,122313792,1783190411
moody,throughput,4,4,1,1024,all-int,2.00,1000000,4,16517793,2.0135,8.204,0.0,0,0,0,0,0.0899,124432417,1783190414
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,4,8167612,2.7963,2.921,0.0,0,0,0,0,0.0367,125835500,1783190417
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,4,718289,2.0103,0.357,0.0,0,0,0,0,0.1044,122475959,1783190419
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,4,62536795,2.0102,31.110,0.0,0,0,0,0,0.0150,123986084,1783190422
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,4,3323210,2.0106,1.653,0.0,0,0,0,0,0.0189,119893333,1783190424
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,4,3248081,2.0106,1.615,0.0,0,0,0,0,0.0756,124643208,1783190427
ms,throughput,4,4,1,1024,prod-bg,2.00,1000000,4,4215224,2.0102,2.097,0.0,0,0,0,0,0.0108,121428209,1783190429
vyukov,throughput,4,4,1,1024,prod-bg,2.00,1000000,4,8426734,2.0102,4.192,0.0,0,0,0,0,0.0045,123805334,1783190432
faa,throughput,4,4,1,1024,prod-bg,2.00,1000000,4,16212485,2.0113,8.061,0.0,0,0,0,0,0.0039,120081958,1783190434
mutex,throughput,4,4,1,1024,prod-bg,2.00,1000000,4,20115994,2.0033,10.041,0.0,0,0,0,0,0.0072,124263584,1783190437
